day,S,E,I,R
1152,3541,264,753,15442
1153,3560,237,738,15465
1154,3543,239,727,15491
1155,3558,220,735,15487
1156,3577,229,718,15476
1157,3565,240,719,15476
1158,3546,233,740,15481
1159,3538,242,737,15483
1160,3529,244,738,15489
1161,3513,258,716,15513
1162,3541,233,720,15506
1163,3529,229,723,15519
1164,3525,233,726,15516
1165,3537,237,711,15515
1166,3540,243,690,15527
1167,3544,230,693,15533
1168,3537,245,701,15517
1169,3561,260,683,15496
1170,3575,258,697,15470
1171,3584,242,704,15470
1172,3603,248,705,15444
1173,3596,265,696,15443
1174,3627,249,707,15417
1175,3598,255,736,15411
1176,3620,243,742,15395
1177,3605,236,755,15404
1178,3605,246,747,15402
1179,3613,257,733,15397
1180,3616,254,719,15411
1181,3615,254,702,15429
1182,3594,251,722,15433
1183,3571,278,719,15432
1184,3583,262,722,15433
1185,3602,254,727,15417
1186,3597,240,747,15416
1187,3598,232,757,15413
1188,3594,249,745,15412
1189,3586,256,737,15421
1190,3575,257,755,15413
1191,3576,257,756,15411
1192,3581,247,756,15416
1193,3569,244,764,15423
1194,3588,244,758,15410
1195,3573,247,773,15407
1196,3577,242,775,15406
1197,3567,267,747,15419
1198,3578,263,738,15421
1199,3596,282,698,15424
1200,3572,279,729,15420
1201,3568,277,706,15449
1202,3578,274,690,15458
1203,3577,277,693,15453
1204,3613,259,701,15427
1205,3620,268,710,15402
1206,3659,232,718,15391
1207,3662,228,723,15387
1208,3686,223,725,15366
1209,3687,238,726,15349
1210,3703,231,738,15328
1211,3707,232,721,15340
1212,3706,236,711,15347
1213,3700,250,711,15339
1214,3656,273,735,15336
1215,3669,288,726,15317
1216,3673,297,735,15295
1217,3689,275,747,15289
1218,3711,245,746,15298
1219,3681,262,750,15307
1220,3658,250,756,15336
1221,3630,263,767,15340
1222,3630,251,778,15341
1223,3621,260,765,15354
1224,3590,260,799,15351
1225,3578,281,801,15340
1226,3555,284,795,15366
1227,3553,273,813,15361
1228,3557,267,826,15350
1229,3540,276,789,15395
1230,3565,256,773,15406
1231,3554,257,768,15421
1232,3551,246,756,15447
1233,3567,245,753,15435
1234,3581,236,744,15439
1235,3573,251,731,15445
1236,3566,248,737,15449
1237,3559,256,730,15455
1238,3556,258,740,15446
1239,3584,251,723,15442
1240,3606,254,723,15417
1241,3602,240,738,15420
1242,3578,246,740,15436
1243,3580,250,738,15432
1244,3588,245,739,15428
1245,3594,248,733,15425
1246,3606,250,697,15447
1247,3633,236,717,15414
1248,3653,237,709,15401
1249,3647,252,695,15406
1250,3669,221,706,15404
1251,3677,216,712,15395
1252,3678,228,701,15393
1253,3681,221,689,15409
1254,3697,219,688,15396
1255,3699,217,700,15384
1256,3695,229,693,15383
1257,3685,235,702,15378
1258,3697,232,702,15369
1259,3695,238,676,15391
1260,3712,254,661,15373
1261,3737,243,664,15356
1262,3741,243,665,15351
1263,3745,252,636,15367
1264,3757,238,662,15343
1265,3751,231,675,15343
1266,3727,242,671,15360
1267,3721,230,686,15363
1268,3729,231,684,15356
1269,3725,234,679,15362
1270,3688,259,677,15376
1271,3700,246,673,15381
1272,3688,256,664,15392
1273,3702,250,688,15360
1274,3696,241,714,15349
1275,3687,231,754,15328
1276,3684,246,737,15333
1277,3672,255,724,15349
1278,3673,254,720,15353
1279,3686,238,707,15369
1280,3683,241,695,15381
1281,3701,222,709,15368
1282,3696,218,710,15376
1283,3681,234,700,15385
1284,3663,246,707,15384
1285,3668,247,696,15389
1286,3675,260,691,15374
1287,3649,261,710,15380
1288,3647,268,704,15381
1289,3638,266,721,15375
1290,3631,259,732,15378
1291,3641,260,717,15382
1292,3639,269,711,15381
1293,3620,255,732,15393
1294,3621,251,719,15409
1295,3613,266,698,15423
1296,3610,253,708,15429
1297,3609,250,697,15444
1298,3615,263,688,15434
1299,3614,244,710,15432
1300,3648,245,696,15411
1301,3643,236,700,15421
1302,3648,249,700,15403
1303,3621,253,730,15396
1304,3635,237,715,15413
1305,3625,246,729,15400
1306,3640,235,733,15392
1307,3641,239,725,15395
1308,3643,216,725,15416
1309,3637,230,715,15418
1310,3655,225,704,15416
1311,3644,240,712,15404
1312,3670,224,704,15402
1313,3654,230,728,15388
1314,3631,242,708,15419
1315,3628,252,731,15389
1316,3602,236,765,15397
1317,3592,249,767,15392
1318,3575,248,777,15400
1319,3550,251,783,15416
1320,3542,250,759,15449
1321,3565,239,743,15453
1322,3580,236,752,15432
1323,3580,246,730,15444
1324,3554,256,721,15469
1325,3548,249,716,15487
1326,3534,238,726,15502
1327,3553,230,714,15503
1328,3545,231,701,15523
1329,3531,239,708,15522
1330,3549,233,719,15499
1331,3528,237,715,15520
1332,3532,230,701,15537
1333,3541,242,711,15506
1334,3518,247,724,15511
1335,3510,237,743,15510
1336,3501,236,751,15512
1337,3493,245,746,15516
1338,3488,256,730,15526
1339,3490,251,744,15515
1340,3493,251,743,15513
1341,3495,248,753,15504
1342,3508,240,757,15495
1343,3513,255,757,15475
1344,3511,254,746,15489
1345,3502,257,740,15501
1346,3496,240,776,15488
1347,3475,245,788,15492
1348,3493,249,769,15489
1349,3500,249,777,15474
1350,3506,262,757,15475
1351,3530,229,759,15482
1352,3518,235,772,15475
1353,3517,246,770,15467
1354,3529,230,773,15468
1355,3517,241,758,15484
1356,3503,249,758,15490
1357,3506,228,774,15492
1358,3506,253,739,15502
1359,3513,273,712,15502
1360,3517,271,713,15499
1361,3500,265,731,15504
1362,3508,254,732,15506
1363,3507,256,731,15506
1364,3494,260,742,15504
1365,3485,246,759,15510
1366,3512,248,737,15503
1367,3506,235,739,15520
1368,3497,247,722,15534
1369,3541,230,724,15505
1370,3572,215,723,15490
1371,3572,236,694,15498
1372,3596,226,687,15491
1373,3575,251,674,15500
1374,3580,248,662,15510
1375,3593,240,673,15494
1376,3614,241,663,15482
1377,3620,237,658,15485
1378,3600,246,673,15481
1379,3599,235,689,15477
1380,3619,241,689,15451
1381,3608,252,684,15456
1382,3625,254,670,15451
1383,3656,242,686,15416
1384,3646,254,675,15425
1385,3664,259,661,15416
1386,3681,252,681,15386
1387,3679,238,696,15387
1388,3669,237,706,15388
1389,3663,246,672,15419
1390,3671,249,682,15398
1391,3687,241,693,15379
1392,3683,237,698,15382
1393,3694,243,695,15368
1394,3713,233,704,15350
1395,3707,251,696,15346
1396,3710,244,671,15375
1397,3696,260,662,15382
1398,3699,246,690,15365
1399,3673,251,706,15370
1400,3673,259,703,15365
1401,3675,256,697,15372
1402,3700,244,706,15350
1403,3681,255,707,15357
1404,3699,247,691,15363
1405,3701,261,656,15382
1406,3700,262,664,15374
1407,3702,257,675,15366
1408,3711,232,697,15360
1409,3734,210,697,15359
1410,3732,232,692,15344
1411,3752,231,703,15314
1412,3745,231,710,15314
1413,3761,231,705,15303
1414,3769,238,680,15313
1415,3736,258,690,15316
1416,3744,243,716,15297
1417,3731,262,716,15291
1418,3705,272,706,15317
1419,3691,283,716,15310
1420,3699,258,727,15316
1421,3690,243,755,15312
1422,3702,225,775,15298
1423,3695,235,769,15301
1424,3708,231,766,15295
1425,3720,245,736,15299
1426,3720,253,738,15289
1427,3707,266,732,15295
1428,3710,259,754,15277
1429,3691,290,748,15271
1430,3699,278,755,15268
1431,3698,267,781,15254
1432,3697,269,763,15271
1433,3694,264,756,15286
1434,3686,266,761,15287
1435,3667,274,758,15301
1436,3657,288,765,15290
1437,3659,290,765,15286
1438,3641,288,777,15294
1439,3627,280,795,15298
1440,3641,269,789,15301
1441,3639,267,801,15293
1442,3616,269,810,15305
1443,3625,285,778,15312
1444,3606,268,793,15333
1445,3606,265,790,15339
1446,3589,258,796,15357
1447,3593,251,800,15356
1448,3600,255,787,15358
1449,3601,249,789,15361
1450,3591,271,774,15364
1451,3601,272,759,15368
1452,3601,261,766,15372
1453,3568,261,772,15399
1454,3575,272,752,15401
1455,3565,273,731,15431
1456,3545,266,731,15458
1457,3538,249,761,15452
1458,3545,235,797,15423
1459,3551,239,786,15424
1460,3533,264,773,15430
1461,3542,247,787,15424
1462,3538,255,751,15456
1463,3546,238,747,15469
1464,3556,245,750,15449
1465,3570,230,750,15450
1466,3599,217,743,15441
1467,3588,227,726,15459
1468,3576,238,726,15460
1469,3582,249,730,15439
1470,3569,266,722,15443
1471,3553,261,737,15449
1472,3545,249,742,15464
1473,3537,235,766,15462
1474,3516,232,786,15466
1475,3495,248,775,15482
1476,3485,250,783,15482
1477,3483,253,774,15490
1478,3475,270,758,15497
1479,3455,272,771,15502
1480,3484,267,755,15494
1481,3487,279,749,15485
1482,3483,278,754,15485
1483,3499,273,761,15467
1484,3471,267,780,15482
1485,3444,296,747,15513
1486,3442,291,742,15525
1487,3440,263,756,15541
1488,3431,265,768,15536
1489,3430,273,741,15556
1490,3439,247,738,15576
1491,3439,223,754,15584
1492,3446,213,743,15598
1493,3436,228,738,15598
1494,3410,241,731,15618
1495,3418,237,717,15628
1496,3414,242,701,15643
1497,3424,243,714,15619
1498,3435,233,718,15614
1499,3455,222,728,15595
1500,3449,243,700,15608
1501,3459,239,691,15611
1502,3457,238,703,15602
1503,3463,246,696,15595
1504,3460,249,696,15595
1505,3470,240,697,15593
1506,3499,219,691,15591
1507,3525,207,687,15581
1508,3523,216,678,15583
1509,3555,219,656,15570
1510,3578,212,658,15552
1511,3587,206,651,15556
1512,3599,228,629,15544
1513,3616,216,657,15511
1514,3607,233,661,15499
1515,3599,237,676,15488
1516,3647,210,688,15455
1517,3638,220,679,15463
1518,3632,232,682,15454
1519,3655,221,675,15449
1520,3686,231,663,15420
1521,3691,220,668,15421
1522,3688,222,680,15410
1523,3691,227,680,15402
1524,3685,241,685,15389
1525,3695,251,671,15383
1526,3713,249,689,15349
1527,3719,247,698,15336
1528,3740,248,700,15312
1529,3732,259,700,15309
1530,3725,262,720,15293
1531,3723,258,730,15289
1532,3729,249,746,15276
1533,3704,277,740,15279
1534,3709,261,746,15284
1535,3696,257,741,15306
1536,3689,258,734,15319
1537,3682,256,754,15308
1538,3677,264,760,15299
1539,3677,264,765,15294
1540,3668,261,777,15294
1541,3657,263,762,15318
1542,3639,266,781,15314
1543,3630,286,768,15316
1544,3612,311,751,15326
1545,3599,301,766,15334
1546,3572,284,799,15345
1547,3577,261,799,15363
1548,3577,264,808,15351
1549,3594,246,792,15368
1550,3583,252,790,15375
1551,3562,262,786,15390
1552,3542,275,753,15430
1553,3527,268,775,15430
1554,3544,263,772,15421
1555,3526,263,777,15434
1556,3507,254,775,15464
1557,3503,267,762,15468
1558,3491,249,767,15493
1559,3509,251,771,15469
1560,3521,248,754,15477
1561,3514,246,756,15484
1562,3523,250,748,15479
1563,3528,234,745,15493
1564,3522,239,745,15494
1565,3532,227,747,15494
1566,3542,237,731,15490
1567,3522,247,721,15510
1568,3510,248,711,15531
1569,3517,228,752,15503
1570,3498,245,741,15516
1571,3509,240,724,15527
1572,3528,228,726,15518
1573,3550,230,733,15487
1574,3557,226,737,15480
1575,3550,248,728,15474
1576,3555,254,715,15476
1577,3546,255,733,15466
1578,3551,250,740,15459
1579,3554,237,748,15461
1580,3548,244,736,15472
1581,3544,246,730,15480
1582,3532,245,724,15499
1583,3523,243,721,15513
1584,3530,253,711,15506
1585,3528,247,709,15516
1586,3528,229,734,15509
1587,3578,236,726,15460
1588,3566,237,732,15465
1589,3580,225,758,15437
1590,3553,245,762,15440
1591,3562,241,750,15447
1592,3579,229,754,15438
1593,3564,235,740,15461
1594,3544,247,739,15470
1595,3579,245,731,15445
1596,3582,248,715,15455
1597,3593,238,723,15446
1598,3596,257,712,15435
1599,3614,254,705,15427
1600,3619,258,672,15451
1601,3635,249,700,15416
1602,3616,249,732,15403
1603,3628,248,727,15397
1604,3600,253,759,15388
1605,3620,252,752,15376
1606,3617,263,736,15384
1607,3623,256,746,15375
1608,3604,269,744,15383
1609,3611,262,760,15367
1610,3589,261,777,15373
1611,3591,259,765,15385
1612,3595,263,784,15358
1613,3586,277,783,15354
1614,3596,259,800,15345
1615,3578,269,786,15367
1616,3578,279,779,15364
1617,3588,263,777,15372
1618,3574,250,779,15397
1619,3564,268,785,15383
1620,3564,250,802,15384
1621,3576,249,790,15385
1622,3601,243,797,15359
1623,3586,252,791,15371
1624,3580,256,785,15379
1625,3574,244,780,15402
1626,3563,256,777,15404
1627,3547,280,761,15412
1628,3546,264,754,15436
1629,3547,273,774,15406
1630,3528,270,781,15421
1631,3525,261,795,15419
1632,3541,254,802,15403
1633,3563,257,790,15390
1634,3566,265,782,15387
1635,3550,269,761,15420
1636,3543,269,756,15432
1637,3549,271,762,15418
1638,3551,253,759,15437
1639,3566,244,756,15434
1640,3565,244,764,15427
1641,3561,268,744,15427
1642,3555,270,730,15445
1643,3554,267,736,15443
1644,3548,265,740,15447
1645,3526,270,740,15464
1646,3542,259,730,15469
1647,3564,234,745,15457
1648,3572,234,738,15456
1649,3590,229,729,15452
1650,3590,227,732,15451
1651,3578,231,706,15485
1652,3592,219,706,15483
1653,3593,234,687,15486
1654,3598,232,699,15471
1655,3597,238,712,15453
1656,3608,232,712,15448
1657,3605,230,713,15452
1658,3606,232,727,15435
1659,3597,229,708,15466
1660,3592,236,687,15485
1661,3600,236,664,15500
1662,3587,264,674,15475
1663,3612,261,667,15460
1664,3611,247,656,15486
1665,3597,249,660,15494
1666,3592,260,657,15491
1667,3603,258,661,15478
1668,3612,257,657,15474
1669,3634,245,662,15459
1670,3659,234,650,15457
1671,3677,221,661,15441
1672,3681,233,655,15431
1673,3705,221,661,15413
1674,3713,224,654,15409
1675,3706,218,676,15400
1676,3702,219,667,15412
1677,3712,221,681,15386
1678,3718,209,688,15385
1679,3712,211,705,15372
1680,3704,218,684,15394
1681,3696,226,694,15384
1682,3708,228,686,15378
1683,3697,237,693,15373
1684,3711,229,713,15347
1685,3710,218,704,15368
1686,3713,227,713,15347
1687,3731,221,720,15328
1688,3742,225,700,15333
1689,3721,236,711,15332
1690,3703,248,709,15340
1691,3705,227,735,15333
1692,3724,229,711,15336
1693,3722,228,729,15321
1694,3708,246,703,15343
1695,3704,247,701,15348
1696,3706,223,719,15352
1697,3709,213,712,15366
1698,3693,243,703,15361
1699,3711,234,686,15369
1700,3703,240,692,15365
1701,3722,220,699,15359
1702,3727,205,707,15361
1703,3735,213,689,15363
1704,3734,210,683,15373
1705,3741,218,670,15371
1706,3731,225,683,15361
1707,3720,234,680,15366
1708,3739,241,677,15343
1709,3748,246,674,15332
1710,3747,246,665,15342
1711,3754,244,669,15333
1712,3776,236,667,15321
1713,3773,229,683,15315
1714,3785,247,680,15288
1715,3771,245,695,15289
1716,3780,246,685,15289
1717,3774,239,702,15285
1718,3758,259,691,15292
1719,3751,248,712,15289
1720,3732,255,732,15281
1721,3735,257,721,15287
1722,3744,238,734,15284
1723,3757,253,724,15266
1724,3775,241,720,15264
1725,3775,251,722,15252
1726,3775,255,715,15255
1727,3754,274,709,15263
1728,3751,264,737,15248
1729,3750,252,742,15256
1730,3730,284,723,15263
1731,3717,275,736,15272
1732,3725,250,768,15257
1733,3700,270,775,15255
1734,3675,274,777,15274
1735,3667,290,761,15282
1736,3655,298,778,15269
1737,3637,302,777,15284
1738,3622,283,802,15293
1739,3591,308,795,15306
1740,3587,283,809,15321
1741,3577,279,814,15330
1742,3575,269,816,15340
1743,3584,273,795,15348
1744,3557,275,799,15369
1745,3546,281,813,15360
1746,3515,276,817,15392
1747,3498,284,792,15426
1748,3498,258,803,15441
1749,3495,256,800,15449
1750,3516,251,770,15463
1751,3524,265,769,15442
1752,3515,263,768,15454
1753,3534,278,744,15444
1754,3533,264,746,15457
1755,3555,264,724,15457
1756,3549,252,759,15440
1757,3532,247,748,15473
1758,3579,244,738,15439
1759,3563,253,745,15439
1760,3534,266,759,15441
1761,3568,250,760,15422
1762,3579,266,745,15410
1763,3574,254,763,15409
1764,3581,242,768,15409
1765,3569,239,778,15414
1766,3566,233,753,15448
1767,3561,234,747,15458
1768,3552,214,770,15464
1769,3551,219,766,15464
1770,3560,209,778,15453
1771,3539,227,772,15462
1772,3530,209,761,15500
1773,3563,195,749,15493
1774,3583,186,732,15499
1775,3596,191,721,15492
1776,3589,198,699,15514
1777,3577,219,707,15497
1778,3579,227,722,15472
1779,3577,244,723,15456
1780,3574,237,723,15466
1781,3577,247,717,15459
1782,3581,255,712,15452
1783,3569,253,723,15455
1784,3586,248,705,15461
1785,3595,230,716,15459
1786,3602,222,716,15460
1787,3631,228,700,15441
1788,3627,257,654,15462
1789,3601,255,686,15458
1790,3612,244,687,15457
1791,3584,274,697,15445
1792,3590,261,708,15441
1793,3583,251,731,15435
1794,3588,242,732,15438
1795,3597,224,726,15453
1796,3602,237,705,15456
1797,3626,228,715,15431
1798,3618,223,714,15445
1799,3621,227,705,15447
1800,3644,229,683,15444
1801,3635,246,660,15459
1802,3646,244,652,15458
1803,3650,237,682,15431
1804,3648,240,686,15426
1805,3659,231,686,15424
1806,3674,221,675,15430
1807,3659,255,659,15427
1808,3672,241,674,15413
1809,3678,247,681,15394
1810,3689,248,662,15401
1811,3723,234,659,15384
1812,3761,230,663,15346
1813,3770,239,662,15329
1814,3763,249,674,15314
1815,3788,238,678,15296
1816,3790,242,690,15278
1817,3794,250,693,15263
1818,3762,243,726,15269
1819,3770,244,744,15242
1820,3753,242,753,15252
1821,3752,262,738,15248
1822,3750,268,723,15259
1823,3742,257,742,15259
1824,3759,251,749,15241
1825,3761,251,744,15244
1826,3748,256,733,15263
1827,3761,239,749,15251
1828,3732,256,746,15266
1829,3729,260,740,15271
1830,3725,254,741,15280
1831,3749,235,744,15272
1832,3726,252,749,15273
1833,3700,268,742,15290
1834,3703,254,763,15280
1835,3686,251,774,15289
1836,3667,256,768,15309
1837,3668,225,800,15307
1838,3662,247,786,15305
1839,3650,258,758,15334
1840,3632,265,775,15328
1841,3601,266,794,15339
1842,3587,273,783,15357
1843,3592,272,764,15372
1844,3599,244,769,15388
1845,3589,261,761,15389
1846,3576,271,765,15388
1847,3567,275,758,15400
1848,3553,275,766,15406
1849,3524,279,761,15436
1850,3517,283,770,15430
1851,3510,283,775,15432
1852,3494,274,768,15464
1853,3497,265,756,15482
1854,3495,263,752,15490
1855,3501,256,763,15480
1856,3527,240,754,15479
1857,3513,249,712,15526
1858,3517,226,703,15554
1859,3519,248,687,15546
1860,3504,252,696,15548
1861,3497,251,686,15566
1862,3524,243,682,15551
1863,3547,237,681,15535
1864,3583,235,676,15506
1865,3584,236,668,15512
1866,3585,245,695,15475
1867,3585,234,691,15490
1868,3565,232,698,15505
1869,3549,252,706,15493
1870,3530,266,724,15480
1871,3525,255,746,15474
1872,3522,245,761,15472
1873,3519,250,764,15467
1874,3527,233,761,15479
1875,3537,232,760,15471
1876,3537,217,762,15484
1877,3555,229,740,15476
1878,3555,243,733,15469
1879,3560,248,728,15464
1880,3550,237,745,15468
1881,3546,234,736,15484
1882,3559,231,714,15496
1883,3540,245,703,15512
1884,3530,240,731,15499
1885,3513,245,729,15513
1886,3504,239,739,15518
1887,3517,247,737,15499
1888,3518,234,735,15513
1889,3510,234,724,15532
1890,3510,241,727,15522
1891,3519,240,752,15489
1892,3533,247,742,15478
1893,3524,251,739,15486
1894,3544,266,718,15472
1895,3557,270,713,15460
1896,3550,260,713,15477
1897,3535,255,720,15490
1898,3561,247,703,15489
1899,3560,235,705,15500
1900,3577,230,703,15490
1901,3579,217,720,15484
1902,3576,229,695,15500
1903,3582,239,670,15509
1904,3583,245,688,15484
1905,3572,248,688,15492
1906,3584,272,666,15478
1907,3622,260,679,15439
1908,3636,261,668,15435
1909,3643,257,676,15424
1910,3660,244,679,15417
1911,3641,250,693,15416
1912,3640,238,707,15415
1913,3610,254,719,15417
1914,3601,252,732,15415
1915,3600,261,715,15424
1916,3616,248,723,15413
1917,3619,237,739,15405
1918,3609,256,728,15407
1919,3584,280,726,15410
1920,3580,263,749,15408
1921,3589,242,762,15407
1922,3611,243,743,15403
1923,3608,239,734,15419
1924,3595,228,742,15435
1925,3586,250,734,15430
1926,3606,246,713,15435
1927,3600,249,705,15446
1928,3589,240,717,15454
1929,3599,239,724,15438
1930,3601,227,717,15455
1931,3593,229,725,15453
1932,3594,229,722,15455
1933,3592,237,702,15469
1934,3612,239,684,15465
1935,3610,249,677,15464
1936,3618,224,700,15458
1937,3631,230,688,15451
1938,3630,230,699,15441
1939,3635,238,678,15449
1940,3642,239,673,15446
1941,3651,247,675,15427
1942,3671,234,672,15423
1943,3684,212,695,15409
1944,3674,215,698,15413
1945,3673,226,676,15425
1946,3687,216,681,15416
1947,3716,218,677,15389
1948,3715,218,692,15375
1949,3688,240,692,15380
1950,3705,235,685,15375
1951,3700,250,673,15377
1952,3673,257,667,15403
1953,3680,249,675,15396
1954,3700,236,673,15391
1955,3713,233,667,15387
1956,3717,237,679,15367
1957,3714,241,685,15360
1958,3694,248,699,15359
1959,3720,242,710,15328
1960,3719,256,702,15323
1961,3704,242,720,15334
1962,3683,249,729,15339
1963,3679,258,706,15357
1964,3662,273,706,15359
1965,3671,249,720,15360
1966,3683,251,715,15351
1967,3680,253,716,15351
1968,3677,254,726,15343
1969,3655,270,705,15370
1970,3658,248,715,15379
1971,3683,249,694,15374
1972,3699,238,698,15365
1973,3704,225,719,15352
1974,3705,240,711,15344
1975,3709,228,693,15370
1976,3710,209,702,15379
1977,3713,215,703,15369
1978,3723,222,717,15338
1979,3709,238,715,15338
1980,3687,261,713,15339
1981,3704,256,732,15308
1982,3705,263,728,15304
1983,3713,253,726,15308
1984,3696,246,732,15326
1985,3713,258,719,15310
1986,3714,257,731,15298
1987,3694,263,742,15301
1988,3701,268,730,15301
1989,3666,284,731,15319
1990,3673,255,755,15317
1991,3673,249,743,15335
1992,3663,245,749,15343
1993,3664,255,722,15359
1994,3647,259,716,15378
1995,3636,267,706,15391
1996,3643,263,689,15405
1997,3640,259,687,15414
1998,3648,240,706,15406
1999,3660,229,704,15407
2000,3668,242,704,15386
2001,3657,238,723,15382
2002,3656,231,726,15387
2003,3644,262,696,15398
2004,3631,273,719,15377
2005,3639,271,729,15361
2006,3661,255,727,15357
2007,3644,268,723,15365
2008,3630,268,721,15381
2009,3654,251,754,15341
2010,3673,233,756,15338
2011,3635,252,712,15401
2012,3607,253,729,15411
2013,3603,246,735,15416
2014,3598,262,736,15404
2015,3609,238,742,15411
2016,3627,254,742,15377
2017,3645,239,743,15373
2018,3638,255,741,15366
2019,3618,253,751,15378
2020,3637,248,744,15371
2021,3617,254,753,15376
2022,3628,235,769,15368
2023,3626,222,776,15376
2024,3657,218,767,15358
2025,3652,234,756,15358
2026,3639,261,739,15361
2027,3600,268,754,15378
2028,3603,258,764,15375
2029,3591,233,780,15396
2030,3585,246,771,15398
2031,3588,250,766,15396
2032,3572,253,764,15411
2033,3575,247,765,15413
2034,3572,256,769,15403
2035,3531,267,767,15435
2036,3510,263,780,15447
2037,3527,239,774,15460
2038,3562,240,762,15436
2039,3587,247,763,15403
2040,3586,245,769,15400
2041,3592,254,754,15400
2042,3587,270,748,15395
2043,3592,265,751,15392
2044,3578,269,763,15390
2045,3578,268,766,15388
2046,3593,266,780,15361
2047,3616,245,772,15367
2048,3618,260,752,15370
2049,3617,247,759,15377
2050,3625,235,785,15355
2051,3622,246,774,15358
2052,3591,263,775,15371
2053,3590,265,757,15388
2054,3575,269,757,15399
2055,3555,274,764,15407
2056,3558,266,762,15414
2057,3572,270,739,15419
2058,3579,259,755,15407
2059,3584,247,757,15412
2060,3567,268,753,15412
2061,3569,256,754,15421
2062,3547,284,740,15429
2063,3535,271,739,15455
2064,3541,258,727,15474
2065,3537,255,731,15477
2066,3506,280,742,15472
2067,3486,283,758,15473
2068,3465,266,770,15499
2069,3458,271,761,15510
2070,3457,261,748,15534
2071,3430,266,749,15555
2072,3430,255,753,15562
2073,3435,242,734,15589
2074,3426,250,733,15591
2075,3434,243,744,15579
2076,3442,257,723,15578
2077,3435,241,718,15606
2078,3445,219,720,15616
2079,3432,217,717,15634
2080,3453,218,701,15628
2081,3462,214,676,15648
2082,3491,207,670,15632
2083,3507,207,679,15607
2084,3526,213,666,15595
2085,3532,220,669,15579
2086,3551,207,677,15565
2087,3574,211,667,15548
2088,3587,213,680,15520
2089,3596,236,669,15499
2090,3602,235,661,15502
2091,3611,227,663,15499
2092,3620,233,667,15480
2093,3630,224,665,15481
2094,3621,244,651,15484
2095,3635,241,660,15464
2096,3620,242,688,15450
2097,3636,254,671,15439
2098,3633,270,674,15423
2099,3635,249,694,15422
2100,3614,236,735,15415
2101,3586,251,750,15413
2102,3580,269,720,15431
2103,3594,255,733,15418
2104,3582,256,726,15436
2105,3564,257,721,15458
2106,3558,259,726,15457
2107,3536,251,743,15470
2108,3541,251,728,15480
2109,3555,250,722,15473
2110,3529,266,724,15481
2111,3523,249,744,15484
2112,3521,246,737,15496
2113,3529,242,737,15492
2114,3518,249,737,15496
2115,3529,253,719,15499
2116,3532,255,707,15506
2117,3555,238,722,15485
2118,3589,228,723,15460
2119,3618,218,716,15448
2120,3610,233,707,15450
2121,3621,220,716,15443
2122,3613,242,703,15442
2123,3642,228,702,15428
2124,3628,245,714,15413
2125,3652,223,694,15431
2126,3671,237,665,15427
2127,3684,240,671,15405
2128,3693,242,671,15394
2129,3707,230,666,15397
2130,3730,236,669,15365
2131,3737,226,686,15351
2132,3772,211,688,15329
2133,3782,240,681,15297
2134,3806,218,706,15270
2135,3819,233,699,15249
2136,3798,258,697,15247
2137,3845,245,696,15214
2138,3858,240,693,15209
2139,3857,233,692,15218
2140,3861,227,688,15224
2141,3864,238,683,15215
2142,3843,254,687,15216
2143,3852,253,706,15189
2144,3849,240,714,15197
2145,3861,238,710,15191
2146,3860,248,692,15200
2147,3839,273,687,15201
2148,3845,282,694,15179
2149,3840,279,698,15183
2150,3836,261,736,15167
2151,3829,255,736,15180
2152,3811,257,751,15181
2153,3795,268,760,15177
2154,3768,269,780,15183
2155,3762,268,787,15183
2156,3752,265,786,15197
2157,3739,269,781,15211
2158,3722,284,781,15213
2159,3697,288,798,15217
2160,3707,279,810,15204
2161,3690,291,804,15215
2162,3641,311,781,15267
2163,3655,289,794,15262
2164,3635,281,796,15288
2165,3615,280,809,15296
2166,3608,264,815,15313
2167,3591,262,835,15312
2168,3574,269,830,15327
2169,3537,275,838,15350
2170,3521,283,820,15376
2171,3523,272,828,15377
2172,3498,276,849,15377
2173,3487,262,859,15392
2174,3474,268,865,15393
2175,3444,270,857,15429
2176,3443,250,859,15448
2177,3434,262,852,15452
2178,3420,263,827,15490
2179,3405,263,830,15502
2180,3382,274,821,15523
2181,3380,281,830,15509
2182,3373,266,837,15524
2183,3352,273,840,15535
2184,3328,296,812,15564
2185,3307,290,830,15573
2186,3334,283,849,15534
2187,3319,283,841,15557
2188,3285,293,839,15583
2189,3303,284,827,15586
2190,3291,280,814,15615
2191,3303,265,803,15629
2192,3277,266,785,15672
2193,3309,245,770,15676
2194,3298,246,771,15685
2195,3289,240,747,15724
2196,3278,247,742,15733
2197,3305,230,721,15744
2198,3322,210,736,15732
2199,3337,212,715,15736
2200,3361,225,697,15717
2201,3366,215,707,15712
2202,3393,215,690,15702
2203,3397,202,687,15714
2204,3410,204,671,15715
2205,3432,201,666,15701
2206,3443,201,678,15678
2207,3455,211,668,15666
2208,3483,202,662,15653
2209,3477,230,638,15655
2210,3494,221,643,15642
2211,3519,214,635,15632
2212,3518,226,619,15637
2213,3568,207,620,15605
2214,3595,216,601,15588
2215,3599,234,602,15565
2216,3622,237,613,15528
2217,3647,228,610,15515
2218,3665,211,610,15514
2219,3685,222,613,15480
2220,3701,232,617,15450
2221,3717,205,627,15451
2222,3726,210,633,15431
2223,3737,201,646,15416
2224,3755,208,645,15392
2225,3779,215,645,15361
2226,3795,202,645,15358
2227,3784,229,624,15363
