day,S,E,I,R
363,3655,198,597,15550
364,3665,208,604,15523
365,3684,205,613,15498
366,3688,207,608,15497
367,3693,212,617,15478
368,3703,206,635,15456
369,3723,203,636,15438
370,3750,196,641,15413
371,3776,218,618,15388
372,3788,218,630,15364
373,3794,223,625,15358
374,3783,235,632,15350
375,3807,220,645,15328
376,3817,217,645,15321
377,3811,231,649,15309
378,3806,242,634,15318
379,3785,244,659,15312
380,3792,256,646,15306
381,3782,247,669,15302
382,3798,233,682,15287
383,3799,235,690,15276
384,3793,241,706,15260
385,3787,220,724,15269
386,3766,231,734,15269
387,3790,223,716,15271
388,3758,233,720,15289
389,3777,232,716,15275
390,3764,225,721,15290
391,3746,235,692,15327
392,3759,239,676,15326
393,3777,245,656,15322
394,3795,227,683,15295
395,3788,236,681,15295
396,3772,241,706,15281
397,3758,227,695,15320
398,3742,242,691,15325
399,3758,238,689,15315
400,3761,230,706,15303
401,3725,245,707,15323
402,3711,256,711,15322
403,3705,246,735,15314
404,3708,234,735,15323
405,3698,253,734,15315
406,3679,251,754,15316
407,3661,252,759,15328
408,3673,247,753,15327
409,3662,233,768,15337
410,3653,252,755,15340
411,3663,238,743,15356
412,3644,245,738,15373
413,3652,251,717,15380
414,3680,259,704,15357
415,3672,260,697,15371
416,3673,251,686,15390
417,3675,245,688,15392
418,3658,238,709,15395
419,3658,241,708,15393
420,3641,257,724,15378
421,3628,274,737,15361
422,3615,276,761,15348
423,3589,276,772,15363
424,3576,270,788,15366
425,3546,292,811,15351
426,3528,289,814,15369
427,3491,298,836,15375
428,3484,278,844,15394
429,3468,281,823,15428
430,3497,271,800,15432
431,3489,264,789,15458
432,3484,266,776,15474
433,3487,243,776,15494
434,3467,243,748,15542
435,3473,229,766,15532
436,3476,231,761,15532
437,3446,253,761,15540
438,3433,251,763,15553
439,3428,255,759,15558
440,3416,251,758,15575
441,3436,228,761,15575
442,3411,246,752,15591
443,3381,262,746,15611
444,3388,240,754,15618
445,3410,239,726,15625
446,3420,233,705,15642
447,3435,220,708,15637
448,3429,227,698,15646
449,3478,221,674,15627
450,3478,223,683,15616
451,3494,215,692,15599
452,3529,217,674,15580
453,3551,206,670,15573
454,3543,221,672,15564
455,3534,215,678,15573
456,3528,226,661,15585
457,3537,238,650,15575
458,3559,223,654,15564
459,3541,243,658,15558
460,3572,230,653,15545
461,3577,246,656,15521
462,3595,222,674,15509
463,3594,206,711,15489
464,3625,212,685,15478
465,3647,208,674,15471
466,3659,210,663,15468
467,3672,208,663,15457
468,3688,218,652,15442
469,3686,208,673,15433
470,3685,218,665,15432
471,3681,218,682,15419
472,3678,213,689,15420
473,3662,233,679,15426
474,3645,233,694,15428
475,3653,235,669,15443
476,3627,219,693,15461
477,3623,218,674,15485
478,3615,229,683,15473
479,3613,209,685,15493
480,3618,213,672,15497
481,3631,214,674,15481
482,3633,225,643,15499
483,3677,204,642,15477
484,3665,222,639,15474
485,3661,233,648,15458
486,3658,224,653,15465
487,3661,225,652,15462
488,3680,209,661,15450
489,3703,220,635,15442
490,3684,231,641,15444
491,3688,227,654,15431
492,3671,239,667,15423
493,3661,258,670,15411
494,3674,245,674,15407
495,3676,246,685,15393
496,3684,251,677,15388
497,3680,266,657,15397
498,3693,254,661,15392
499,3711,251,662,15376
500,3703,252,664,15381
501,3686,254,668,15392
502,3664,271,667,15398
503,3679,265,658,15398
504,3662,258,675,15405
505,3669,248,667,15416
506,3676,229,672,15423
507,3687,223,657,15433
508,3673,240,643,15444
509,3688,234,627,15451
510,3721,214,648,15417
511,3712,225,653,15410
512,3731,218,665,15386
513,3719,232,669,15380
514,3715,229,684,15372
515,3758,209,673,15360
516,3747,234,667,15352
517,3725,245,671,15359
518,3741,223,685,15351
519,3723,245,682,15350
520,3722,234,695,15349
521,3724,250,687,15339
522,3715,251,693,15341
523,3744,244,696,15316
524,3725,264,703,15308
525,3719,263,701,15317
526,3723,261,702,15314
527,3743,233,743,15281
528,3737,238,757,15268
529,3694,256,769,15281
530,3697,254,769,15280
531,3674,267,766,15293
532,3671,261,755,15313
533,3670,245,748,15337
534,3637,266,721,15376
535,3678,246,718,15358
536,3710,230,729,15331
537,3718,234,742,15306
538,3727,241,740,15292
539,3747,238,760,15255
540,3741,242,756,15261
541,3743,245,735,15277
542,3735,234,767,15264
543,3716,238,764,15282
544,3684,290,749,15277
545,3680,276,764,15280
546,3673,265,782,15280
547,3671,266,769,15294
548,3677,266,758,15299
549,3688,254,774,15284
550,3664,274,766,15296
551,3646,284,781,15289
552,3665,279,798,15258
553,3660,282,778,15280
554,3658,276,784,15282
555,3665,254,794,15287
556,3638,265,805,15292
557,3638,277,808,15277
558,3603,282,802,15313
559,3586,278,805,15331
560,3590,267,795,15348
561,3590,270,802,15338
562,3551,279,791,15379
563,3561,294,805,15340
564,3570,289,823,15318
565,3557,294,832,15317
566,3557,273,846,15324
567,3555,269,851,15325
568,3540,274,833,15353
569,3517,268,844,15371
570,3504,280,853,15363
571,3490,277,840,15393
572,3505,276,838,15381
573,3514,270,821,15395
574,3515,273,832,15380
575,3512,269,842,15377
576,3489,274,841,15396
577,3472,279,829,15420
578,3441,294,833,15432
579,3438,273,846,15443
580,3430,281,847,15442
581,3431,294,837,15438
582,3413,289,840,15458
583,3411,292,832,15465
584,3411,274,831,15484
585,3423,260,825,15492
586,3450,258,796,15496
587,3452,246,813,15489
588,3416,244,824,15516
589,3393,264,799,15544
590,3389,273,780,15558
591,3389,262,749,15600
592,3412,255,742,15591
593,3446,245,745,15564
594,3454,249,751,15546
595,3440,250,756,15554
596,3465,241,730,15564
597,3484,238,729,15549
598,3509,246,743,15502
599,3509,246,755,15490
600,3506,257,754,15483
601,3520,247,737,15496
602,3538,244,706,15512
603,3559,237,713,15491
604,3567,238,710,15485
605,3591,236,684,15489
606,3575,247,706,15472
607,3584,233,726,15457
608,3598,216,719,15467
609,3610,234,707,15449
610,3581,256,704,15459
611,3611,237,687,15465
612,3618,235,721,15426
613,3641,227,722,15410
614,3627,246,715,15412
615,3642,263,701,15394
616,3623,262,715,15400
617,3616,265,726,15393
618,3607,269,734,15390
619,3610,244,751,15395
620,3611,252,733,15404
621,3607,245,747,15401
622,3613,254,758,15375
623,3599,258,746,15397
624,3609,264,743,15384
625,3603,287,727,15383
626,3618,268,752,15362
627,3623,244,775,15358
628,3616,240,801,15343
629,3605,259,791,15345
630,3599,260,774,15367
631,3601,248,752,15399
632,3596,261,752,15391
633,3589,250,763,15398
634,3569,236,766,15429
635,3548,228,768,15456
636,3506,256,743,15495
637,3501,246,742,15511
638,3482,246,742,15530
639,3468,257,755,15520
640,3462,252,744,15542
641,3458,265,747,15530
642,3467,256,771,15506
643,3451,251,767,15531
644,3455,246,781,15518
645,3455,241,770,15534
646,3426,265,770,15539
647,3421,257,789,15533
648,3404,249,795,15552
649,3398,249,776,15577
650,3398,238,783,15581
651,3401,242,764,15593
652,3393,242,765,15600
653,3416,237,737,15610
654,3400,244,719,15637
655,3414,229,733,15624
656,3421,228,728,15623
657,3439,219,721,15621
658,3451,229,707,15613
659,3484,217,697,15602
660,3486,250,676,15588
661,3504,233,692,15571
662,3525,238,680,15557
663,3526,235,679,15560
664,3543,230,672,15555
665,3551,223,666,15560
666,3567,246,647,15540
667,3587,240,650,15523
668,3599,225,660,15516
669,3608,222,644,15526
670,3617,216,637,15530
671,3630,201,638,15531
672,3620,223,616,15541
673,3631,210,627,15532
674,3654,210,610,15526
675,3648,219,595,15538
676,3644,223,602,15531
677,3658,239,586,15517
678,3663,229,590,15518
679,3672,240,586,15502
680,3683,242,583,15492
681,3660,240,609,15491
682,3677,237,594,15492
683,3679,231,597,15493
684,3707,223,623,15447
685,3705,205,640,15450
686,3709,201,630,15460
687,3702,221,628,15449
688,3703,205,637,15455
689,3711,229,624,15436
690,3730,226,623,15421
691,3731,222,649,15398
692,3745,215,655,15385
693,3746,247,642,15365
694,3750,241,652,15357
695,3747,233,661,15359
696,3744,245,670,15341
697,3773,233,684,15310
698,3772,239,682,15307
699,3774,238,672,15316
700,3790,243,662,15305
701,3795,241,663,15301
702,3770,252,662,15316
703,3773,269,641,15317
704,3792,257,653,15298
705,3801,233,687,15279
706,3816,220,689,15275
707,3796,239,688,15277
708,3801,250,697,15252
709,3783,244,719,15254
710,3802,235,725,15238
711,3822,229,702,15247
712,3829,227,693,15251
713,3821,224,710,15245
714,3831,228,705,15236
715,3816,253,698,15233
716,3786,254,713,15247
717,3808,246,742,15204
718,3783,248,757,15212
719,3759,279,732,15230
720,3743,278,753,15226
721,3738,270,769,15223
722,3722,279,786,15213
723,3699,282,816,15203
724,3684,282,814,15220
725,3701,256,834,15209
726,3678,250,818,15254
727,3660,256,811,15273
728,3663,247,829,15261
729,3644,275,813,15268
730,3640,282,819,15259
731,3634,266,816,15284
732,3612,278,808,15302
733,3597,280,807,15316
734,3581,296,791,15332
735,3577,296,776,15351
736,3579,274,786,15361
737,3575,287,772,15366
738,3583,265,811,15341
739,3565,265,827,15343
740,3543,277,800,15380
741,3534,276,792,15398
742,3547,273,793,15387
743,3524,280,792,15404
744,3518,279,795,15408
745,3507,290,781,15422
746,3520,269,798,15413
747,3495,274,801,15430
748,3510,256,810,15424
749,3508,261,770,15461
750,3520,248,767,15465
751,3482,270,768,15480
752,3509,265,755,15471
753,3521,246,762,15471
754,3526,243,757,15474
755,3542,233,746,15479
756,3548,228,731,15493
757,3559,227,746,15468
758,3569,245,740,15446
759,3583,239,739,15439
760,3603,231,737,15429
761,3602,235,748,15415
762,3563,257,734,15446
763,3564,244,730,15462
764,3592,245,705,15458
765,3591,254,690,15465
766,3608,243,713,15436
767,3622,238,702,15438
768,3647,232,698,15423
769,3644,233,691,15432
770,3630,244,673,15453
771,3644,224,673,15459
772,3642,242,652,15464
773,3629,223,672,15476
774,3625,225,675,15475
775,3628,229,687,15456
776,3657,237,663,15443
777,3657,242,651,15450
778,3662,245,667,15426
779,3679,245,671,15405
780,3679,263,660,15398
781,3682,266,678,15374
782,3680,256,692,15372
783,3676,244,725,15355
784,3672,248,726,15354
785,3673,224,749,15354
786,3679,249,750,15322
787,3675,241,771,15313
788,3684,240,767,15309
789,3653,266,791,15290
790,3632,274,794,15300
791,3618,269,782,15331
792,3603,272,798,15327
793,3617,253,803,15327
794,3631,258,785,15326
795,3619,260,783,15338
796,3603,276,770,15351
797,3598,255,794,15353
798,3600,260,786,15354
799,3590,267,781,15362
800,3563,254,789,15394
801,3576,261,768,15395
802,3570,253,781,15396
803,3573,245,785,15397
804,3550,254,792,15404
805,3541,253,781,15425
806,3528,250,771,15451
807,3527,276,769,15428
808,3515,284,762,15439
809,3504,273,763,15460
810,3469,292,761,15478
811,3497,282,752,15469
812,3501,263,766,15470
813,3514,237,795,15454
814,3537,254,784,15425
815,3560,246,785,15409
816,3557,254,763,15426
817,3559,244,790,15407
818,3560,259,772,15409
819,3563,271,772,15394
820,3575,264,778,15383
821,3580,261,764,15395
822,3581,267,751,15401
823,3595,255,749,15401
824,3615,253,756,15376
825,3631,240,744,15385
826,3652,235,737,15376
827,3659,225,743,15373
828,3653,239,702,15406
829,3684,224,718,15374
830,3690,212,723,15375
831,3676,227,725,15372
832,3683,240,723,15354
833,3669,243,731,15357
834,3628,273,730,15369
835,3636,257,735,15372
836,3636,230,735,15399
837,3644,239,696,15421
838,3668,234,716,15382
839,3664,221,733,15382
840,3628,235,740,15397
841,3598,272,728,15402
842,3596,263,729,15412
843,3586,255,749,15410
844,3601,250,740,15409
845,3586,268,742,15404
846,3582,276,743,15399
847,3586,275,749,15390
848,3576,282,743,15399
849,3584,263,767,15386
850,3559,258,771,15412
851,3545,258,778,15419
852,3531,257,770,15442
853,3537,267,764,15432
854,3522,268,774,15436
855,3496,256,782,15466
856,3507,246,790,15457
857,3502,249,780,15469
858,3498,250,782,15470
859,3492,261,748,15499
860,3488,267,753,15492
861,3489,278,745,15488
862,3492,268,761,15479
863,3484,259,782,15475
864,3453,261,790,15496
865,3478,247,769,15506
866,3457,261,758,15524
867,3435,278,756,15531
868,3429,269,769,15533
869,3435,265,751,15549
870,3438,274,749,15539
871,3427,289,749,15535
872,3432,279,742,15547
873,3448,242,748,15562
874,3440,253,734,15573
875,3431,252,724,15593
876,3421,262,716,15601
877,3448,250,709,15593
878,3459,239,722,15580
879,3458,240,729,15573
880,3461,242,725,15572
881,3466,235,744,15555
882,3459,241,733,15567
883,3459,228,741,15572
884,3450,225,736,15589
885,3456,235,723,15586
886,3451,223,724,15602
887,3454,229,731,15586
888,3442,228,733,15597
889,3444,234,730,15592
890,3469,218,742,15571
891,3460,224,738,15578
892,3464,245,706,15585
893,3461,251,711,15577
894,3478,244,717,15561
895,3483,243,710,15564
896,3500,238,701,15561
897,3510,232,716,15542
898,3529,234,702,15535
899,3532,244,701,15523
900,3528,232,701,15539
901,3533,227,707,15533
902,3526,247,707,15520
903,3535,229,692,15544
904,3552,224,709,15515
905,3554,235,695,15516
906,3553,230,695,15522
907,3545,245,700,15510
908,3548,252,685,15515
909,3581,251,691,15477
910,3575,237,695,15493
911,3584,244,696,15476
912,3610,239,688,15463
913,3618,250,684,15448
914,3619,267,686,15428
915,3633,263,681,15423
916,3639,257,693,15411
917,3643,255,713,15389
918,3663,239,714,15384
919,3679,251,711,15359
920,3690,242,715,15353
921,3683,231,737,15349
922,3700,232,748,15320
923,3682,253,735,15330
924,3664,258,735,15343
925,3667,251,737,15345
926,3663,250,746,15341
927,3660,255,733,15352
928,3665,240,727,15368
929,3659,231,739,15371
930,3650,250,740,15360
931,3626,254,741,15379
932,3628,225,761,15386
933,3653,226,747,15374
934,3617,255,747,15381
935,3623,252,757,15368
936,3639,247,770,15344
937,3618,244,784,15354
938,3628,236,791,15345
939,3623,228,801,15348
940,3612,251,806,15331
941,3597,280,792,15331
942,3611,267,804,15318
943,3617,248,809,15326
944,3600,273,788,15339
945,3579,295,736,15390
946,3581,297,739,15383
947,3612,281,733,15374
948,3633,254,745,15368
949,3634,274,716,15376
950,3618,272,719,15391
951,3627,262,724,15387
952,3652,255,709,15384
953,3672,264,688,15376
954,3668,258,697,15377
955,3658,231,718,15393
956,3673,239,693,15395
957,3664,245,684,15407
958,3635,246,700,15419
959,3655,249,658,15438
960,3662,250,637,15451
961,3685,223,662,15430
962,3680,218,664,15438
963,3674,230,657,15439
964,3686,221,650,15443
965,3692,214,661,15433
966,3662,229,658,15451
967,3680,228,645,15447
968,3688,224,647,15441
969,3665,220,674,15441
970,3681,223,680,15416
971,3694,225,672,15409
972,3692,235,663,15410
973,3686,237,683,15394
974,3691,236,690,15383
975,3694,229,694,15383
976,3707,222,694,15377
977,3695,231,700,15374
978,3686,240,690,15384
979,3685,242,724,15349
980,3697,250,707,15346
981,3696,240,693,15371
982,3707,230,687,15376
983,3724,221,680,15375
984,3725,233,662,15380
985,3726,246,672,15356
986,3735,241,684,15340
987,3725,237,693,15345
988,3726,251,687,15336
989,3709,273,704,15314
990,3699,258,709,15334
991,3686,256,716,15342
992,3689,238,720,15353
993,3675,238,729,15358
994,3682,223,740,15355
995,3675,244,718,15363
996,3674,258,726,15342
997,3674,254,725,15347
998,3653,271,716,15360
999,3641,262,722,15375
1000,3670,261,710,15359
1001,3648,251,734,15367
1002,3647,245,729,15379
1003,3641,234,728,15397
1004,3634,226,730,15410
1005,3664,225,712,15399
1006,3667,223,730,15380
1007,3673,225,726,15376
1008,3681,227,689,15403
1009,3688,222,703,15387
1010,3684,214,693,15409
1011,3690,231,696,15383
1012,3692,254,687,15367
1013,3682,252,689,15377
1014,3695,250,702,15353
1015,3708,246,716,15330
1016,3704,245,736,15315
1017,3682,266,753,15299
1018,3682,262,765,15291
1019,3661,274,762,15303
1020,3646,260,794,15300
1021,3653,252,793,15302
1022,3669,274,782,15275
1023,3636,278,769,15317
1024,3616,263,807,15314
1025,3626,277,781,15316
1026,3570,308,794,15328
1027,3565,318,794,15323
1028,3564,287,799,15350
1029,3575,261,809,15355
1030,3570,259,802,15369
1031,3552,272,794,15382
1032,3550,283,773,15394
1033,3580,274,760,15386
1034,3564,289,721,15426
1035,3558,258,742,15442
1036,3544,258,747,15451
1037,3528,239,765,15468
1038,3526,242,753,15479
1039,3537,221,751,15491
1040,3535,231,749,15485
1041,3508,237,767,15488
1042,3514,242,759,15485
1043,3499,267,737,15497
1044,3498,287,712,15503
1045,3498,267,738,15497
1046,3523,247,748,15482
1047,3550,238,734,15478
1048,3521,252,740,15487
1049,3556,253,746,15445
1050,3522,263,738,15477
1051,3517,265,755,15463
1052,3521,243,758,15478
1053,3525,254,750,15471
1054,3529,241,756,15474
1055,3525,255,736,15484
1056,3507,268,744,15481
1057,3500,258,732,15510
1058,3517,260,733,15490
1059,3515,247,754,15484
1060,3544,249,753,15454
1061,3559,258,734,15449
1062,3568,257,736,15439
1063,3555,264,744,15437
1064,3533,267,750,15450
1065,3526,272,755,15447
1066,3500,291,753,15456
1067,3472,297,779,15452
1068,3448,306,776,15470
1069,3451,292,777,15480
1070,3463,274,802,15461
1071,3463,287,810,15440
1072,3458,281,788,15473
1073,3466,277,796,15461
1074,3444,267,802,15487
1075,3430,273,776,15521
1076,3418,264,771,15547
1077,3421,274,767,15538
1078,3419,277,758,15546
1079,3416,269,756,15559
1080,3416,260,751,15573
1081,3425,259,752,15564
1082,3437,255,750,15558
1083,3427,248,758,15567
1084,3441,236,742,15581
1085,3445,241,753,15561
1086,3435,232,765,15568
1087,3428,253,732,15587
1088,3430,260,738,15572
1089,3427,274,728,15571
1090,3419,260,749,15572
1091,3453,230,749,15568
1092,3454,236,745,15565
1093,3488,209,740,15563
1094,3492,224,719,15565
1095,3509,220,728,15543
1096,3487,242,697,15574
1097,3515,219,717,15549
1098,3497,244,718,15541
1099,3529,219,736,15516
1100,3526,236,711,15527
1101,3531,230,719,15520
1102,3530,229,704,15537
1103,3527,222,738,15513
1104,3510,244,749,15497
1105,3506,247,735,15512
1106,3500,263,731,15506
1107,3520,246,753,15481
1108,3543,250,745,15462
1109,3568,224,742,15466
1110,3554,241,725,15480
1111,3553,247,726,15474
1112,3562,246,721,15471
1113,3584,230,729,15457
1114,3595,224,710,15471
1115,3585,225,717,15473
1116,3592,233,707,15468
1117,3587,252,686,15475
1118,3588,249,684,15479
1119,3601,256,684,15459
1120,3603,258,679,15460
1121,3592,255,700,15453
1122,3593,260,714,15433
1123,3585,251,725,15439
1124,3576,251,746,15427
1125,3594,239,753,15414
1126,3599,245,742,15414
1127,3603,256,732,15409
1128,3625,247,730,15398
1129,3619,234,730,15417
1130,3623,242,713,15422
1131,3638,262,703,15397
1132,3625,264,698,15413
1133,3621,247,701,15431
1134,3580,256,717,15447
1135,3585,244,710,15461
1136,3584,250,697,15469
1137,3593,242,711,15454
1138,3602,233,726,15439
1139,3604,239,725,15432
1140,3575,246,752,15427
1141,3584,254,738,15424
1142,3587,254,768,15391
1143,3587,247,775,15391
1144,3595,253,762,15390
1145,3576,235,774,15415
1146,3562,252,770,15416
1147,3549,258,750,15443
1148,3550,258,761,15431
1149,3541,257,749,15453
1150,3535,274,759,15432
1151,3547,250,774,15429
