day,S,E,I,R
1000,4726,3754,11075,180445
1001,4704,3784,11016,180496
1002,4620,3878,11022,180480
1003,4580,3859,11019,180542
1004,4631,3804,10998,180567
1005,4607,3797,11104,180492
1006,4639,3808,11034,180519
1007,4653,3789,10972,180586
1008,4667,3801,10909,180623
1009,4663,3793,10925,180619
1010,4701,3728,10988,180583
1011,4738,3797,10786,180679
1012,4691,3776,10824,180709
1013,4737,3727,10795,180741
1014,4717,3799,10779,180705
1015,4622,3844,10830,180704
1016,4647,3770,10870,180713
1017,4669,3784,10879,180668
1018,4647,3834,10808,180711
1019,4689,3851,10775,180685
1020,4687,3869,10799,180645
1021,4748,3784,10910,180558
1022,4793,3823,10848,180536
1023,4845,3815,10867,180473
1024,4834,3772,10890,180504
1025,4801,3856,10923,180420
1026,4701,3881,10975,180443
1027,4671,3921,11000,180408
1028,4654,3887,11061,180398
1029,4673,3828,11119,180380
1030,4675,3885,11023,180417
1031,4655,3850,11106,180389
1032,4706,3806,11040,180448
1033,4726,3759,10965,180550
1034,4691,3848,10925,180536
1035,4729,3798,10945,180528
1036,4656,3876,10925,180543
1037,4622,3877,10861,180640
1038,4699,3811,10894,180596
1039,4703,3800,10929,180568
1040,4712,3805,10958,180525
1041,4612,3850,10945,180593
1042,4633,3901,10872,180594
1043,4627,3813,10912,180648
1044,4734,3729,10925,180612
1045,4738,3820,10860,180582
1046,4741,3866,10808,180585
1047,4719,3805,10896,180580
1048,4742,3756,10966,180536
1049,4803,3844,10831,180522
1050,4817,3859,10843,180481
1051,4827,3819,10834,180520
1052,4762,3812,10883,180543
1053,4703,3921,10803,180573
1054,4723,3945,10790,180542
1055,4823,3929,10767,180481
1056,4711,3911,10898,180480
1057,4711,3846,10973,180470
1058,4652,3868,10983,180497
1059,4644,3876,10978,180502
1060,4739,3786,11080,180395
1061,4744,3777,11043,180436
1062,4655,3840,10993,180512
1063,4662,3799,11020,180519
1064,4635,3770,11005,180590
1065,4649,3800,10888,180663
1066,4644,3799,10904,180653
1067,4622,3754,10916,180708
1068,4710,3726,10855,180709
1069,4725,3791,10769,180715
1070,4783,3762,10897,180558
1071,4753,3785,10930,180532
1072,4691,3761,10988,180560
1073,4661,3787,10931,180621
1074,4695,3809,10967,180529
1075,4637,3790,11010,180563
1076,4594,3893,10897,180616
1077,4804,3810,10836,180550
1078,4806,3783,10818,180593
1079,4741,3859,10843,180557
1080,4820,3840,10934,180406
1081,4830,3895,10901,180374
1082,4850,3893,10925,180332
1083,4774,3978,10956,180292
1084,4765,3909,10960,180366
1085,4729,3889,10954,180428
1086,4819,3844,10983,180354
1087,4810,3825,11037,180328
1088,4698,3847,11084,180371
1089,4688,3820,11083,180409
1090,4664,3810,11085,180441
1091,4710,3842,11080,180368
1092,4751,3832,11102,180315
1093,4719,3851,11106,180324
1094,4684,3833,11109,180374
1095,4640,3880,11105,180375
1096,4567,3829,11134,180470
1097,4681,3735,11114,180470
1098,4631,3853,11048,180468
1099,4627,3782,11027,180564
1100,4621,3749,10980,180650
1101,4676,3710,11016,180598
1102,4720,3735,11004,180541
1103,4712,3795,10866,180627
1104,4702,3798,10839,180661
1105,4772,3764,10791,180673
1106,4772,3712,10853,180663
1107,4731,3740,10757,180772
1108,4774,3770,10741,180715
1109,4792,3816,10786,180606
1110,4727,3828,10821,180624
1111,4756,3832,10850,180562
1112,4630,3906,10858,180606
1113,4760,3886,10870,180484
1114,4759,3895,10837,180509
1115,4712,3951,10858,180479
1116,4802,3886,10851,180461
1117,4861,3831,10930,180378
1118,4885,3828,10895,180392
1119,4867,3870,10921,180342
1120,4798,3856,11008,180338
1121,4714,3873,11052,180361
1122,4643,3916,11078,180363
1123,4603,3892,11077,180428
1124,4604,3831,11156,180409
1125,4573,3808,11072,180547
1126,4532,3818,10977,180673
1127,4554,3796,10949,180701
1128,4539,3789,10965,180707
1129,4686,3724,10895,180695
1130,4718,3773,10880,180629
1131,4713,3816,10825,180646
1132,4759,3778,10809,180654
1133,4806,3756,10789,180649
1134,4849,3667,10785,180699
1135,4801,3751,10694,180754
1136,4782,3781,10716,180721
1137,4887,3753,10745,180615
1138,4840,3817,10797,180546
1139,4838,3779,10900,180483
1140,4723,3818,10877,180582
1141,4777,3818,10857,180548
1142,4825,3857,10790,180528
1143,4760,3854,10805,180581
1144,4766,3827,10822,180585
1145,4750,3847,10850,180553
1146,4725,3885,10870,180520
1147,4744,3801,10876,180579
1148,4770,3878,10844,180508
1149,4779,3874,10876,180471
1150,4742,3844,10952,180462
1151,4815,3867,10939,180379
1152,4812,3881,10952,180355
1153,4789,3866,10958,180387
1154,4841,3870,10999,180290
1155,4781,3874,11022,180323
1156,4856,3860,10994,180290
1157,4872,3771,11056,180301
1158,4666,3882,11096,180356
1159,4661,3886,11029,180424
1160,4647,3835,11054,180464
1161,4510,3849,11087,180554
1162,4608,3722,11095,180575
1163,4649,3786,10904,180661
1164,4760,3765,10886,180589
1165,4690,3827,10895,180588
1166,4771,3777,10827,180625
1167,4743,3810,10759,180688
1168,4703,3901,10727,180669
1169,4814,3770,10743,180673
1170,4825,3721,10777,180677
1171,4765,3775,10772,180688
1172,4758,3814,10809,180619
1173,4790,3818,10816,180576
1174,4684,3832,10911,180573
1175,4672,3839,10934,180555
1176,4709,3823,10946,180522
1177,4543,3851,10970,180636
1178,4680,3833,10953,180534
1179,4738,3808,10957,180497
1180,4679,3801,10998,180522
1181,4656,3836,11022,180486
1182,4696,3752,11077,180475
1183,4738,3789,10991,180482
1184,4703,3799,10970,180528
1185,4753,3754,10922,180571
1186,4731,3725,10964,180580
1187,4692,3792,10937,180579
1188,4732,3785,10936,180547
1189,4697,3805,10936,180562
1190,4674,3827,10992,180507
1191,4746,3851,10955,180448
1192,4758,3846,10940,180456
1193,4729,3819,10930,180522
1194,4789,3845,10936,180430
1195,4736,3892,10851,180521
1196,4672,3873,10902,180553
1197,4688,3903,10815,180594
1198,4734,3858,10847,180561
1199,4784,3829,10920,180467
1200,4691,3877,10893,180539
1201,4741,3823,10914,180522
1202,4818,3855,10863,180464
1203,4801,3869,10876,180454
1204,4775,3851,10926,180448
1205,4740,3851,10995,180414
1206,4673,3894,10947,180486
1207,4620,3896,10941,180543
1208,4668,3829,11025,180478
1209,4687,3841,11006,180466
1210,4635,3761,11086,180518
1211,4562,3812,11077,180549
1212,4600,3775,11058,180567
1213,4604,3766,10963,180667
1214,4666,3729,10886,180719
1215,4697,3708,10862,180733
1216,4715,3711,10864,180710
1217,4738,3721,10790,180751
1218,4714,3763,10801,180722
1219,4755,3826,10742,180677
1220,4853,3733,10790,180624
1221,4835,3774,10875,180516
1222,4876,3799,10859,180466
1223,4760,3847,10951,180442
1224,4779,3855,10910,180456
1225,4793,3840,10932,180435
1226,4761,3818,10914,180507
1227,4757,3808,10978,180457
1228,4723,3803,10959,180515
1229,4671,3860,10862,180607
1230,4836,3716,10904,180544
1231,4888,3780,10894,180438
1232,4770,3842,10954,180434
1233,4754,3806,10963,180477
1234,4755,3862,10863,180520
1235,4726,3844,10967,180463
1236,4633,3890,10983,180494
1237,4710,3879,11015,180396
1238,4661,3910,11040,180389
1239,4554,3797,11176,180473
1240,4574,3866,11075,180485
1241,4578,3852,11016,180554
1242,4594,3840,10977,180589
1243,4591,3772,10951,180686
1244,4567,3768,10949,180716
1245,4651,3653,10919,180777
1246,4637,3719,10823,180821
1247,4716,3721,10729,180834
1248,4652,3777,10686,180885
1249,4665,3775,10674,180886
1250,4762,3803,10638,180797
1251,4730,3856,10635,180779
1252,4771,3834,10708,180687
1253,4900,3801,10787,180512
1254,4807,3925,10777,180491
1255,4776,3885,10793,180546
1256,4833,3836,10866,180465
1257,4809,3846,10875,180470
1258,4814,3860,10873,180453
1259,4687,3939,10941,180433
1260,4670,3871,10971,180488
1261,4715,3802,10941,180542
1262,4698,3871,10957,180474
1263,4738,3839,10936,180487
1264,4772,3841,10933,180454
1265,4835,3772,11082,180311
1266,4736,3871,10996,180397
1267,4642,3903,11032,180423
1268,4650,3933,10961,180456
1269,4642,3914,10975,180469
1270,4645,3883,11003,180469
1271,4662,3885,10942,180511
1272,4596,3863,11068,180473
1273,4584,3825,11057,180534
1274,4667,3717,11050,180566
1275,4698,3720,10928,180654
1276,4809,3734,10854,180603
1277,4842,3740,10831,180587
1278,4753,3827,10859,180561
1279,4685,3797,10896,180622
1280,4654,3814,10873,180659
1281,4658,3809,10831,180702
1282,4697,3805,10882,180616
1283,4805,3771,10952,180472
1284,4868,3814,10997,180321
1285,4789,3867,11039,180305
1286,4675,3859,11123,180343
1287,4753,3827,11100,180320
1288,4698,3792,11099,180411
1289,4756,3749,11182,180313
1290,4678,3865,11071,180386
1291,4555,3869,11013,180563
1292,4688,3799,10997,180516
1293,4685,3839,10890,180586
1294,4750,3771,10992,180487
1295,4689,3804,10972,180535
1296,4728,3820,10931,180521
1297,4654,3775,10930,180641
1298,4637,3795,10897,180671
1299,4640,3770,10796,180794
1300,4808,3697,10852,180643
1301,4829,3735,10907,180529
1302,4674,3774,11031,180521
1303,4593,3813,11013,180581
1304,4648,3716,11030,180606
1305,4652,3724,11057,180567
1306,4754,3791,10881,180574
1307,4665,3795,10950,180590
1308,4747,3816,10947,180490
1309,4759,3778,10989,180474
1310,4777,3845,10933,180445
1311,4850,3792,10921,180437
1312,4771,3835,10893,180501
1313,4679,3872,10859,180590
1314,4661,3829,10852,180658
1315,4712,3822,10835,180631
1316,4728,3839,10809,180624
1317,4771,3825,10732,180672
1318,4788,3871,10695,180646
1319,4806,3817,10774,180603
1320,4763,3761,10835,180641
1321,4768,3756,10888,180588
1322,4733,3771,10825,180671
1323,4730,3741,10889,180640
1324,4758,3810,10903,180529
1325,4782,3865,10808,180545
1326,4795,3845,10854,180506
1327,4762,3818,10827,180593
1328,4824,3800,10827,180549
1329,4819,3791,10807,180583
1330,4683,3880,10777,180660
1331,4759,3830,10760,180651
1332,4759,3787,10834,180620
1333,4703,3774,10852,180671
1334,4700,3779,10843,180678
1335,4726,3771,10841,180662
1336,4653,3784,10818,180745
1337,4743,3822,10765,180670
1338,4786,3830,10859,180525
1339,4777,3886,10766,180571
1340,4712,3868,10834,180586
1341,4733,3829,10913,180525
1342,4733,3837,10984,180446
1343,4812,3851,10923,180414
1344,4803,3922,10859,180416
1345,4805,3893,10862,180440
1346,4805,3883,10953,180359
1347,4768,3848,11076,180308
1348,4731,3859,11029,180381
1349,4662,3926,10953,180459
1350,4616,3830,11060,180494
1351,4630,3809,11013,180548
1352,4701,3763,10987,180549
1353,4741,3747,10912,180600
1354,4812,3733,10911,180544
1355,4744,3770,10899,180587
1356,4721,3809,10902,180568
1357,4769,3822,10933,180476
1358,4788,3776,11059,180377
1359,4773,3761,11079,180387
1360,4734,3767,11011,180488
1361,4775,3808,10960,180457
1362,4759,3801,10967,180473
1363,4676,3931,10843,180550
1364,4738,3912,10778,180572
1365,4752,3877,10762,180609
1366,4716,3841,10762,180681
1367,4731,3772,10786,180711
1368,4799,3717,10830,180654
1369,4783,3722,10770,180725
1370,4814,3720,10762,180704
1371,4738,3790,10740,180732
1372,4766,3823,10717,180694
1373,4834,3813,10708,180645
1374,4858,3723,10844,180575
1375,4842,3743,10771,180644
1376,4774,3814,10674,180738
1377,4801,3806,10714,180679
1378,4757,3844,10678,180721
1379,4779,3832,10641,180748
1380,4803,3728,10789,180680
1381,4773,3800,10762,180665
1382,4769,3809,10760,180662
1383,4709,3880,10751,180660
1384,4753,3805,10744,180698
1385,4774,3787,10704,180735
1386,4772,3811,10684,180733
1387,4682,3823,10793,180702
1388,4662,3825,10820,180693
1389,4670,3805,10801,180724
1390,4749,3817,10780,180654
1391,4751,3802,10873,180574
1392,4820,3749,10897,180534
1393,4762,3839,10762,180637
1394,4824,3747,10823,180606
1395,4923,3761,10837,180479
1396,4828,3803,10954,180415
1397,4824,3906,10965,180305
1398,4742,3966,10953,180339
1399,4665,3961,11004,180370
1400,4671,3862,11096,180371
1401,4744,3807,11165,180284
1402,4719,3879,11107,180295
1403,4739,3910,11051,180300
1404,4671,3914,11057,180358
1405,4725,3856,11056,180363
1406,4671,3822,11083,180424
1407,4627,3845,11091,180437
1408,4608,3825,11093,180474
1409,4588,3859,11075,180478
1410,4509,3843,11018,180630
1411,4620,3747,11030,180603
1412,4708,3717,10954,180621
1413,4642,3642,11003,180713
1414,4592,3627,10917,180864
1415,4658,3609,10835,180898
1416,4749,3586,10853,180812
1417,4707,3663,10824,180806
1418,4701,3710,10828,180761
1419,4827,3717,10734,180722
1420,4813,3749,10813,180625
1421,4903,3747,10810,180540
1422,4987,3818,10749,180446
1423,4893,3860,10797,180450
1424,4891,3867,10898,180344
1425,4874,3929,10831,180366
1426,4789,3925,11003,180283
1427,4711,3968,11070,180251
1428,4711,3853,11179,180257
1429,4610,3823,11188,180379
1430,4567,3838,11106,180489
1431,4574,3870,11046,180510
1432,4596,3801,11088,180515
1433,4659,3813,10982,180546
1434,4742,3751,10981,180526
1435,4815,3832,10892,180461
1436,4827,3959,10806,180408
1437,4791,3948,10823,180438
1438,4769,4000,10853,180378
1439,4721,3972,10905,180402
1440,4671,3938,10988,180403
1441,4741,3864,11032,180363
1442,4673,3907,11023,180397
1443,4719,3869,11111,180301
1444,4701,3897,11056,180346
1445,4731,3853,11102,180314
1446,4692,3887,11069,180352
1447,4673,3858,11170,180299
1448,4675,3787,11207,180331
1449,4621,3787,11198,180394
1450,4619,3810,11085,180486
1451,4642,3766,11115,180477
1452,4633,3786,11106,180475
1453,4589,3832,11054,180525
1454,4640,3763,11090,180507
1455,4674,3765,11058,180503
1456,4597,3822,11035,180546
1457,4662,3790,11054,180494
1458,4559,3890,11024,180527
1459,4623,3812,10952,180613
1460,4687,3790,10833,180690
1461,4782,3765,10945,180508
1462,4807,3826,10924,180443
1463,4775,3862,10832,180531
1464,4722,3888,10883,180507
1465,4740,3834,10952,180474
1466,4705,3842,10974,180479
1467,4713,3812,11010,180465
1468,4713,3888,10966,180433
1469,4778,3865,10944,180413
1470,4744,3823,11014,180419
1471,4666,3867,11049,180418
1472,4613,3880,11039,180468
1473,4688,3797,11114,180401
1474,4599,3907,11044,180450
1475,4635,3838,11034,180493
1476,4676,3823,11013,180488
1477,4665,3817,11036,180482
1478,4688,3857,10968,180487
1479,4756,3752,10979,180513
1480,4674,3732,11004,180590
1481,4692,3804,10910,180594
1482,4688,3864,10852,180596
1483,4657,3843,10847,180653
1484,4649,3829,10860,180662
1485,4665,3812,10829,180694
1486,4693,3813,10826,180668
1487,4737,3783,10812,180668
1488,4711,3834,10755,180700
1489,4678,3813,10797,180712
1490,4726,3759,10762,180753
1491,4585,3790,10828,180797
1492,4671,3745,10772,180812
1493,4636,3788,10726,180850
1494,4687,3767,10762,180784
1495,4813,3714,10797,180676
1496,4788,3781,10763,180668
1497,4840,3808,10648,180704
1498,4839,3825,10755,180581
1499,4845,3762,10877,180516
1500,4783,3850,10812,180555
1501,4716,3876,10865,180543
1502,4769,3822,10902,180507
1503,4722,3763,10955,180560
1504,4722,3764,10983,180531
1505,4733,3812,10929,180526
1506,4722,3809,10952,180517
1507,4652,3858,10880,180610
1508,4724,3811,10908,180557
1509,4708,3857,10832,180603
1510,4711,3874,10833,180582
1511,4732,3868,10863,180537
1512,4792,3773,10932,180503
1513,4704,3763,10976,180557
1514,4734,3824,10890,180552
1515,4691,3866,10867,180576
1516,4690,3847,10894,180569
1517,4737,3855,10866,180542
1518,4840,3781,10871,180508
1519,4875,3761,10839,180525
1520,4831,3805,10784,180580
1521,4861,3808,10831,180500
1522,4870,3808,10901,180421
1523,4785,3891,10856,180468
1524,4785,3851,10862,180502
1525,4708,3837,10956,180499
1526,4685,3834,10998,180483
1527,4670,3811,11024,180495
1528,4706,3900,10898,180496
1529,4714,3859,10920,180507
1530,4757,3858,10946,180439
1531,4698,3888,10985,180429
1532,4668,3842,10974,180516
1533,4695,3809,10946,180550
1534,4583,3898,10967,180552
1535,4634,3851,10931,180584
1536,4668,3808,10900,180624
1537,4712,3772,10938,180578
1538,4668,3744,10979,180609
1539,4637,3762,10954,180647
1540,4598,3794,10906,180702
1541,4725,3767,10899,180609
1542,4735,3786,10795,180684
1543,4763,3754,10814,180669
1544,4875,3679,10885,180561
1545,4795,3773,10814,180618
1546,4856,3733,10887,180524
1547,4773,3789,10847,180591
1548,4807,3812,10841,180540
1549,4743,3881,10862,180514
1550,4707,3834,10951,180508
1551,4673,3872,10934,180521
1552,4641,3848,11010,180501
1553,4638,3795,10939,180628
1554,4545,3808,10942,180705
1555,4540,3795,10952,180713
1556,4652,3739,10896,180713
1557,4674,3701,10846,180779
1558,4767,3705,10783,180745
1559,4746,3809,10744,180701
1560,4727,3777,10758,180738
1561,4801,3783,10791,180625
1562,4842,3858,10769,180531
1563,4863,3882,10787,180468
1564,4916,3886,10897,180301
1565,4790,3938,10964,180308
1566,4743,3878,11006,180373
1567,4736,3799,11159,180306
1568,4777,3809,11063,180351
1569,4752,3840,10975,180433
1570,4780,3816,10953,180451
1571,4740,3863,10939,180458
1572,4770,3824,10959,180447
1573,4727,3819,11058,180396
1574,4612,3866,11120,180402
1575,4604,3809,11124,180463
1576,4542,3812,11049,180597
1577,4606,3748,10901,180745
1578,4596,3797,10824,180783
1579,4596,3762,10911,180731
1580,4683,3773,10814,180730
1581,4705,3777,10873,180645
1582,4644,3757,10917,180682
1583,4718,3798,10791,180693
1584,4774,3730,10807,180689
1585,4777,3783,10830,180610
1586,4787,3792,10877,180544
1587,4684,3830,10909,180577
1588,4750,3758,10971,180521
1589,4734,3757,11002,180507
1590,4822,3716,11058,180404
1591,4743,3817,11011,180429
1592,4792,3877,10981,180350
1593,4746,3849,11063,180342
1594,4754,3872,11136,180238
1595,4673,3943,11089,180295
1596,4635,3923,11068,180374
1597,4582,3895,11157,180366
1598,4669,3826,11093,180412
1599,4642,3906,11052,180400
1600,4648,3895,11050,180407
1601,4664,3869,10964,180503
1602,4689,3825,11005,180481
1603,4749,3856,10934,180461
1604,4674,3873,10942,180511
1605,4696,3831,10976,180497
1606,4773,3788,10895,180544
1607,4733,3782,10908,180577
1608,4718,3776,10886,180620
1609,4647,3804,10882,180667
1610,4713,3833,10789,180665
1611,4729,3824,10821,180626
1612,4781,3786,10818,180615
1613,4718,3804,10824,180654
1614,4686,3848,10814,180652
1615,4685,3830,10897,180588
1616,4634,3810,10914,180642
1617,4660,3804,10848,180688
1618,4693,3751,10760,180796
1619,4739,3733,10801,180727
1620,4761,3752,10776,180711
1621,4793,3770,10766,180671
1622,4813,3845,10689,180653
1623,4857,3730,10800,180613
1624,4794,3791,10815,180600
1625,4894,3791,10769,180546
1626,4937,3775,10805,180483
1627,4889,3870,10801,180440
1628,4848,3839,10867,180446
1629,4813,3830,10944,180413
1630,4821,3900,10901,180378
1631,4696,3890,11011,180403
1632,4590,3922,11053,180435
1633,4643,3863,11103,180391
1634,4638,3901,11036,180425
1635,4657,3806,10957,180580
1636,4586,3811,11035,180568
1637,4701,3763,10996,180540
1638,4715,3753,11020,180512
1639,4668,3748,10985,180599
1640,4508,3856,10929,180707
1641,4727,3717,10952,180604
1642,4714,3738,10982,180566
1643,4658,3792,11034,180516
1644,4682,3865,10945,180508
1645,4665,3867,10947,180521
1646,4649,3874,10936,180541
1647,4625,3873,10949,180553
1648,4603,3809,10948,180640
1649,4600,3829,10908,180663
1650,4673,3762,10962,180603
1651,4617,3802,10940,180641
1652,4539,3828,10890,180743
1653,4528,3787,10874,180811
1654,4605,3747,10841,180807
1655,4720,3661,10738,180881
1656,4632,3697,10683,180988
1657,4759,3658,10660,180923
1658,4764,3659,10623,180954
1659,4745,3666,10679,180910
1660,4752,3729,10646,180873
1661,4813,3728,10644,180815
1662,4807,3689,10756,180748
1663,4683,3728,10791,180798
1664,4654,3758,10772,180816
1665,4622,3742,10839,180797
1666,4756,3714,10739,180791
1667,4772,3752,10699,180777
1668,4817,3762,10691,180730
1669,4798,3861,10613,180728
1670,4778,3838,10719,180665
1671,4823,3844,10740,180593
1672,4908,3778,10793,180521
1673,4840,3859,10885,180416
1674,4761,3942,10887,180410
1675,4664,3979,10908,180449
1676,4721,3908,10929,180442
1677,4722,3877,10948,180453
1678,4686,3882,11040,180392
1679,4674,3857,10987,180482
1680,4687,3882,10919,180512
1681,4752,3759,10988,180501
1682,4718,3752,11081,180449
1683,4674,3779,10993,180554
1684,4542,3862,10941,180655
1685,4561,3791,10945,180703
1686,4569,3787,10957,180687
1687,4616,3742,10915,180727
1688,4612,3701,10991,180696
1689,4687,3716,10955,180642
1690,4573,3786,10950,180691
1691,4700,3748,10873,180679
1692,4676,3761,10842,180721
1693,4656,3827,10778,180739
1694,4729,3813,10807,180651
1695,4640,3812,10848,180700
1696,4716,3753,10867,180664
1697,4698,3803,10934,180565
1698,4676,3807,10939,180578
1699,4789,3809,10876,180526
1700,4718,3886,10838,180558
1701,4799,3886,10754,180561
1702,4728,3889,10864,180519
1703,4719,3967,10843,180471
1704,4750,3867,10958,180425
1705,4672,3877,10971,180480
1706,4713,3868,10961,180458
1707,4734,3875,10949,180442
1708,4758,3938,10871,180433
1709,4742,3864,10965,180429
1710,4777,3802,11026,180395
1711,4773,3811,11004,180412
1712,4666,3809,11013,180512
1713,4597,3864,11040,180499
1714,4650,3847,11019,180484
1715,4574,3901,11098,180427
1716,4590,3921,11042,180447
1717,4642,3857,10992,180509
1718,4637,3853,10984,180526
1719,4654,3806,10986,180554
1720,4658,3777,10906,180659
1721,4720,3761,10860,180659
1722,4674,3775,10900,180651
1723,4623,3756,10934,180687
1724,4684,3769,10872,180675
1725,4754,3718,10873,180655
1726,4830,3665,10870,180635
1727,4775,3815,10811,180599
1728,4822,3791,10752,180635
1729,4840,3771,10844,180545
1730,4854,3794,10846,180506
1731,4813,3816,10846,180525
1732,4807,3825,10852,180516
1733,4778,3803,10808,180611
1734,4705,3795,10987,180513
1735,4738,3735,11071,180456
1736,4811,3732,11068,180389
1737,4737,3785,11040,180438
1738,4687,3860,11043,180410
1739,4689,3834,11005,180472
1740,4709,3771,11017,180503
1741,4719,3837,10958,180486
1742,4616,3882,11003,180499
1743,4687,3782,11117,180414
1744,4749,3725,11081,180445
1745,4694,3793,11076,180437
1746,4743,3786,11082,180389
1747,4719,3795,11153,180333
1748,4638,3883,11047,180432
1749,4591,3859,11058,180492
1750,4579,3857,11100,180464
1751,4587,3805,11083,180525
1752,4663,3781,11095,180461
1753,4679,3837,11035,180449
1754,4703,3815,10997,180485
1755,4689,3805,10966,180540
1756,4757,3805,10878,180560
1757,4788,3787,10856,180569
1758,4748,3751,10913,180588
1759,4793,3810,10894,180503
1760,4770,3815,10915,180500
1761,4685,3944,10865,180506
1762,4760,3885,10882,180473
1763,4782,3798,10991,180429
1764,4686,3813,10972,180529
1765,4799,3806,10927,180468
1766,4772,3786,10903,180539
1767,4804,3817,10893,180486
1768,4765,3824,10896,180515
1769,4668,3923,10861,180548
1770,4621,3896,10815,180668
1771,4669,3867,10811,180653
1772,4707,3785,10782,180726
1773,4776,3778,10704,180742
1774,4762,3753,10708,180777
1775,4828,3770,10720,180682
1776,4852,3832,10639,180677
1777,4888,3825,10662,180625
1778,4696,3924,10737,180643
1779,4665,3872,10760,180703
1780,4689,3807,10758,180746
1781,4661,3783,10815,180741
1782,4751,3755,10842,180652
1783,4751,3731,10898,180620
1784,4763,3703,10950,180584
1785,4672,3824,10948,180556
1786,4682,3828,10997,180493
1787,4575,3869,11023,180533
1788,4564,3811,11034,180591
1789,4616,3775,10975,180634
1790,4625,3765,10938,180672
1791,4699,3744,10931,180626
1792,4729,3763,10911,180597
1793,4752,3747,10876,180625
1794,4821,3759,10866,180554
1795,4922,3744,10878,180456
1796,4819,3816,10913,180452
1797,4816,3810,10901,180473
1798,4773,3854,10963,180410
1799,4748,3835,10949,180468
1800,4602,3866,10974,180558
1801,4641,3860,10888,180611
1802,4724,3839,10886,180551
1803,4743,3787,10957,180513
1804,4742,3745,10982,180531
1805,4753,3767,10926,180554
1806,4769,3835,10927,180469
1807,4749,3869,10862,180520
1808,4756,3853,10858,180533
1809,4755,3810,10948,180487
1810,4801,3822,10893,180484
1811,4816,3829,10881,180474
1812,4790,3882,10880,180448
1813,4759,3862,10902,180477
1814,4816,3878,10839,180467
1815,4806,3860,10880,180454
1816,4733,3818,10877,180572
1817,4745,3838,10828,180589
1818,4732,3857,10826,180585
1819,4729,3901,10887,180483
1820,4702,3889,10938,180471
1821,4720,3905,10897,180478
1822,4720,3857,10936,180487
1823,4657,3961,10819,180563
1824,4601,3928,10830,180641
1825,4644,3828,10879,180649
1826,4685,3752,10938,180625
1827,4770,3759,10920,180551
1828,4725,3775,10934,180566
1829,4710,3818,10958,180514
1830,4770,3772,10955,180503
1831,4600,3856,10900,180644
1832,4575,3798,10922,180705
1833,4596,3791,10882,180731
1834,4576,3813,10783,180828
1835,4626,3815,10707,180852
1836,4775,3793,10634,180798
1837,4747,3835,10636,180782
1838,4786,3790,10713,180711
1839,4840,3743,10722,180695
1840,4710,3817,10765,180708
1841,4740,3834,10748,180678
1842,4775,3800,10740,180685
1843,4829,3777,10744,180650
1844,4850,3774,10794,180582
1845,4948,3822,10779,180451
1846,4865,3813,10864,180458
1847,4836,3924,10859,180381
1848,4770,3944,10869,180417
1849,4783,3921,10946,180350
1850,4742,3861,11081,180316
1851,4666,3854,11087,180393
1852,4657,3848,11053,180442
1853,4624,3811,11137,180428
1854,4535,3872,11107,180486
1855,4625,3821,11156,180398
1856,4659,3733,11200,180408
1857,4627,3824,11050,180499
1858,4592,3830,10943,180635
1859,4539,3876,10908,180677
1860,4617,3784,10963,180636
1861,4702,3835,10842,180621
1862,4784,3781,10763,180672
1863,4812,3811,10703,180674
1864,4854,3785,10781,180580
1865,4841,3847,10745,180567
1866,4752,3914,10673,180661
1867,4748,3843,10790,180619
1868,4677,3838,10862,180623
1869,4674,3729,10938,180659
1870,4698,3732,10833,180737
1871,4686,3778,10840,180696
1872,4706,3728,10897,180669
1873,4753,3754,10827,180666
1874,4756,3795,10807,180642
1875,4665,3788,10889,180658
1876,4695,3837,10846,180622
1877,4816,3833,10769,180582
1878,4912,3721,10805,180562
1879,4837,3782,10776,180605
1880,4871,3800,10895,180434
1881,4840,3874,10799,180487
1882,4850,3837,10830,180483
1883,4829,3924,10770,180477
1884,4777,3898,10795,180530
1885,4733,3865,10912,180490
1886,4737,3836,10944,180483
1887,4715,3849,11000,180436
1888,4678,3756,11050,180516
1889,4651,3773,11002,180574
1890,4728,3791,11026,180455
1891,4660,3818,11014,180508
1892,4612,3834,11064,180490
1893,4662,3746,11129,180463
1894,4703,3744,11082,180471
1895,4673,3727,11121,180479
1896,4706,3778,11087,180429
1897,4759,3733,11166,180342
1898,4621,3810,11055,180514
1899,4670,3825,10989,180516
1900,4702,3832,10912,180554
1901,4653,3894,10878,180575
1902,4602,3898,10937,180563
1903,4545,3901,10930,180624
1904,4545,3879,10903,180673
1905,4508,3880,10920,180692
1906,4568,3813,10973,180646
1907,4592,3785,10919,180704
1908,4640,3806,10883,180671
1909,4687,3824,10840,180649
1910,4720,3807,10853,180620
1911,4659,3830,10815,180696
1912,4731,3814,10785,180670
1913,4755,3686,10891,180668
1914,4764,3724,10906,180606
1915,4748,3755,10908,180589
1916,4703,3829,10865,180603
1917,4721,3836,10826,180617
1918,4766,3763,10970,180501
1919,4770,3764,10940,180526
1920,4753,3808,10974,180465
1921,4723,3821,10956,180500
1922,4862,3773,10916,180449
1923,4826,3779,10908,180487
1924,4775,3792,10854,180579
1925,4779,3784,10845,180592
1926,4806,3728,10922,180544
1927,4728,3892,10856,180524
1928,4799,3871,10839,180491
1929,4772,3924,10775,180529
1930,4807,3929,10850,180414
1931,4867,3863,10933,180337
