day,S,E,I,R
148,4809,3259,9003,182929
149,4873,3265,8979,182883
150,4805,3256,9083,182856
151,4802,3292,9075,182831
152,4834,3329,9075,182762
153,4760,3322,9100,182818
154,4839,3299,9212,182650
155,4732,3315,9262,182691
156,4768,3312,9287,182633
157,4800,3337,9302,182561
158,4793,3359,9314,182534
159,4752,3346,9400,182502
160,4828,3314,9461,182397
161,4730,3308,9473,182489
162,4759,3366,9488,182387
163,4651,3402,9566,182381
164,4621,3352,9668,182359
165,4629,3346,9644,182381
166,4624,3382,9498,182496
167,4623,3404,9410,182563
168,4668,3345,9463,182524
169,4718,3365,9509,182408
170,4710,3399,9520,182371
171,4754,3404,9476,182366
172,4697,3462,9450,182391
173,4704,3470,9452,182374
174,4732,3483,9534,182251
175,4746,3483,9635,182136
176,4704,3484,9645,182167
177,4647,3452,9709,182192
178,4699,3462,9634,182205
179,4686,3427,9602,182285
180,4638,3442,9614,182306
181,4705,3405,9581,182309
182,4733,3325,9687,182255
183,4779,3314,9684,182223
184,4767,3457,9585,182191
185,4775,3408,9587,182230
186,4777,3421,9580,182222
187,4750,3402,9695,182153
188,4720,3526,9635,182119
189,4770,3457,9717,182056
190,4709,3513,9785,181993
191,4736,3518,9845,181901
192,4702,3418,9831,182049
193,4764,3437,9776,182023
194,4732,3452,9806,182010
195,4734,3447,9841,181978
196,4735,3400,9917,181948
197,4617,3455,9924,182004
198,4622,3443,9943,181992
199,4716,3393,9944,181947
200,4658,3488,9933,181921
201,4773,3470,9874,181883
202,4828,3390,9940,181842
203,4787,3451,9913,181849
204,4814,3441,9938,181807
205,4783,3453,9965,181799
206,4717,3502,10001,181780
207,4715,3552,10011,181722
208,4793,3573,9974,181660
209,4730,3604,9947,181719
210,4752,3567,10099,181582
211,4768,3535,10083,181614
212,4780,3597,10017,181606
213,4747,3640,10000,181613
214,4736,3571,10066,181627
215,4729,3567,10007,181697
216,4729,3600,10033,181638
217,4768,3545,10037,181650
218,4670,3606,10079,181645
219,4719,3503,10178,181600
220,4817,3500,10101,181582
221,4881,3576,10076,181467
222,4825,3575,10117,181483
223,4837,3616,10087,181460
224,4839,3641,10090,181430
225,4811,3697,10115,181377
226,4779,3662,10200,181359
227,4824,3598,10191,181387
228,4775,3607,10190,181428
229,4764,3617,10285,181334
230,4639,3625,10274,181462
231,4728,3552,10268,181452
232,4775,3608,10282,181335
233,4745,3656,10258,181341
234,4720,3672,10297,181311
235,4668,3655,10382,181295
236,4726,3641,10313,181320
237,4692,3553,10408,181347
238,4548,3595,10381,181476
239,4615,3591,10306,181488
240,4640,3583,10301,181476
241,4716,3572,10296,181416
242,4677,3617,10263,181443
243,4683,3605,10296,181416
244,4674,3573,10330,181423
245,4690,3638,10251,181421
246,4738,3646,10210,181406
247,4678,3562,10289,181471
248,4753,3535,10297,181415
249,4782,3547,10367,181304
250,4719,3609,10267,181405
251,4626,3592,10311,181471
252,4729,3600,10276,181395
253,4720,3538,10319,181423
254,4686,3595,10307,181412
255,4705,3586,10370,181339
256,4635,3618,10330,181417
257,4686,3551,10276,181487
258,4664,3588,10170,181578
259,4766,3542,10181,181511
260,4724,3637,10152,181487
261,4739,3636,10171,181454
262,4759,3606,10242,181393
263,4651,3609,10330,181410
264,4681,3567,10342,181410
265,4701,3550,10345,181404
266,4650,3569,10360,181421
267,4760,3600,10336,181304
268,4711,3702,10323,181264
269,4717,3726,10344,181213
270,4720,3652,10381,181247
271,4705,3635,10414,181246
272,4750,3631,10421,181198
273,4816,3574,10390,181220
274,4832,3622,10392,181154
275,4743,3702,10406,181149
276,4731,3682,10511,181076
277,4740,3715,10491,181054
278,4656,3716,10525,181103
279,4591,3682,10527,181200
280,4608,3769,10440,181183
281,4571,3705,10428,181296
282,4560,3637,10475,181328
283,4587,3650,10488,181275
284,4677,3616,10406,181301
285,4705,3629,10325,181341
286,4774,3659,10270,181297
287,4831,3613,10291,181265
288,4831,3665,10269,181235
289,4881,3650,10299,181170
290,4784,3737,10366,181113
291,4748,3749,10445,181058
292,4725,3707,10432,181136
293,4741,3726,10440,181093
294,4720,3767,10373,181140
295,4672,3778,10397,181153
296,4690,3670,10553,181087
297,4645,3694,10571,181090
298,4620,3669,10567,181144
299,4596,3650,10606,181148
300,4650,3664,10590,181096
301,4622,3716,10599,181063
302,4609,3681,10606,181104
303,4655,3671,10592,181082
304,4680,3690,10596,181034
305,4699,3655,10583,181063
306,4617,3669,10578,181136
307,4692,3658,10607,181043
308,4696,3738,10476,181090
309,4757,3690,10574,180979
310,4736,3780,10596,180888
311,4662,3763,10626,180949
312,4759,3761,10629,180851
313,4787,3711,10706,180796
314,4805,3696,10632,180867
315,4839,3702,10695,180764
316,4818,3679,10665,180838
317,4809,3709,10655,180827
318,4805,3711,10734,180750
319,4823,3721,10693,180763
320,4681,3788,10662,180869
321,4649,3817,10688,180846
322,4639,3825,10639,180897
323,4655,3826,10641,180878
324,4676,3798,10743,180783
325,4688,3804,10694,180814
326,4702,3768,10814,180716
327,4722,3804,10781,180693
328,4743,3817,10739,180701
329,4738,3801,10764,180697
330,4614,3777,10811,180798
331,4618,3723,10825,180834
332,4656,3683,10834,180827
333,4596,3661,10818,180925
334,4585,3743,10679,180993
335,4585,3737,10699,180979
336,4588,3772,10657,180983
337,4605,3767,10531,181097
338,4731,3741,10521,181007
339,4746,3671,10594,180989
340,4758,3727,10603,180912
341,4768,3664,10633,180935
342,4702,3639,10634,181025
343,4788,3613,10656,180943
344,4797,3644,10557,181002
345,4783,3686,10498,181033
346,4807,3711,10565,180917
347,4823,3706,10599,180872
348,4841,3659,10679,180821
349,4748,3707,10671,180874
350,4834,3722,10682,180762
351,4595,3880,10667,180858
352,4664,3794,10717,180825
353,4610,3786,10782,180822
354,4660,3700,10768,180872
355,4677,3731,10667,180925
356,4739,3745,10646,180870
357,4756,3756,10646,180842
358,4715,3776,10651,180858
359,4739,3793,10618,180850
360,4738,3841,10567,180854
361,4776,3867,10619,180738
362,4740,3862,10678,180720
363,4788,3780,10736,180696
364,4700,3771,10747,180782
365,4696,3849,10766,180689
366,4774,3797,10828,180601
367,4803,3740,10868,180589
368,4776,3757,10911,180556
369,4806,3810,10889,180495
370,4771,3813,10906,180510
371,4700,3877,10878,180545
372,4727,3856,10813,180604
373,4781,3819,10805,180595
374,4661,3825,10832,180682
375,4603,3902,10833,180662
376,4643,3853,10892,180612
377,4599,3850,10866,180685
378,4597,3779,10859,180765
379,4585,3705,10889,180821
380,4658,3677,10793,180872
381,4601,3742,10716,180941
382,4711,3734,10736,180819
383,4714,3747,10615,180924
384,4683,3721,10594,181002
385,4764,3677,10588,180971
386,4815,3738,10581,180866
387,4826,3784,10631,180759
388,4733,3782,10677,180808
389,4692,3771,10621,180916
390,4782,3778,10655,180785
391,4744,3817,10686,180753
392,4733,3804,10729,180734
393,4682,3787,10820,180711
394,4753,3783,10767,180697
395,4697,3795,10766,180742
396,4759,3691,10743,180807
397,4743,3747,10766,180744
398,4739,3721,10714,180826
399,4686,3775,10718,180821
400,4685,3824,10701,180790
401,4661,3741,10840,180758
402,4584,3781,10855,180780
403,4653,3696,10875,180776
404,4679,3687,10830,180804
405,4663,3715,10919,180703
406,4724,3649,10905,180722
407,4693,3751,10851,180705
408,4750,3738,10779,180733
409,4843,3756,10720,180681
410,4738,3804,10754,180704
411,4669,3808,10802,180721
412,4707,3765,10832,180696
413,4761,3729,10808,180702
414,4759,3757,10813,180671
415,4752,3748,10850,180650
416,4721,3723,10809,180747
417,4687,3777,10766,180770
418,4641,3870,10674,180815
419,4655,3845,10720,180780
420,4639,3898,10656,180807
421,4671,3840,10732,180757
422,4723,3779,10831,180667
423,4674,3792,10875,180659
424,4690,3818,10850,180642
425,4710,3880,10865,180545
426,4702,3898,10821,180579
427,4633,3890,10806,180671
428,4696,3807,10824,180673
429,4712,3789,10802,180697
430,4719,3755,10851,180675
431,4674,3810,10789,180727
432,4826,3741,10797,180636
433,4721,3832,10724,180723
434,4771,3742,10853,180634
435,4804,3694,10934,180568
436,4741,3755,10958,180546
437,4699,3811,10979,180511
438,4711,3809,10977,180503
439,4709,3814,10948,180529
440,4666,3755,11046,180533
441,4727,3768,10976,180529
442,4749,3756,10912,180583
443,4649,3852,10855,180644
444,4690,3843,10812,180655
445,4763,3803,10815,180619
446,4787,3726,10933,180554
447,4692,3805,10851,180652
448,4672,3840,10896,180592
449,4773,3820,10871,180536
450,4812,3777,10878,180533
451,4793,3827,10876,180504
452,4806,3819,10920,180455
453,4800,3845,10899,180456
454,4713,3868,10894,180525
455,4681,3866,10798,180655
456,4636,3815,10839,180710
457,4696,3821,10783,180700
458,4625,3858,10759,180758
459,4625,3833,10771,180771
460,4748,3757,10783,180712
461,4640,3790,10842,180728
462,4652,3698,10928,180722
463,4653,3678,10847,180822
464,4596,3710,10823,180871
465,4609,3746,10763,180882
466,4701,3755,10691,180853
467,4739,3720,10686,180855
468,4738,3712,10747,180803
469,4729,3765,10736,180770
470,4719,3729,10822,180730
471,4635,3801,10755,180809
472,4708,3777,10667,180848
473,4678,3787,10619,180916
474,4757,3839,10580,180824
475,4700,3820,10720,180760
476,4764,3807,10760,180669
477,4757,3776,10792,180675
478,4798,3798,10878,180526
479,4742,3838,10882,180538
480,4720,3789,10953,180538
481,4644,3835,11016,180505
482,4649,3894,10939,180518
483,4704,3823,10987,180486
484,4697,3756,11044,180503
485,4689,3798,10983,180530
486,4726,3760,11053,180461
487,4794,3709,11100,180397
488,4691,3861,10969,180479
489,4665,3954,10898,180483
490,4704,3878,10986,180432
491,4723,3851,10978,180448
492,4678,3827,11037,180458
493,4716,3787,11019,180478
494,4654,3846,11047,180453
495,4686,3809,11054,180451
496,4675,3832,10965,180528
497,4690,3834,10932,180544
498,4630,3811,10926,180633
499,4722,3822,10924,180532
500,4702,3827,10944,180527
501,4709,3746,11034,180511
502,4727,3805,10926,180542
503,4829,3768,10839,180564
504,4768,3831,10831,180570
505,4768,3820,10971,180441
506,4794,3772,11035,180399
507,4679,3849,11027,180445
508,4733,3817,11008,180442
509,4635,3925,10888,180552
510,4701,3855,10913,180531
511,4718,3861,10905,180516
512,4736,3857,10875,180532
513,4750,3833,10864,180553
514,4774,3848,10789,180589
515,4731,3839,10803,180627
516,4676,3828,10862,180634
517,4836,3763,10847,180554
518,4790,3741,10943,180526
519,4778,3730,10979,180513
520,4706,3728,10939,180627
521,4699,3854,10842,180605
522,4678,3752,10975,180595
523,4719,3721,11021,180539
524,4723,3740,10979,180558
525,4747,3819,10875,180559
526,4771,3819,10837,180573
527,4664,3883,10854,180599
528,4671,3853,10811,180665
529,4589,3875,10884,180652
530,4568,3871,10887,180674
531,4676,3829,10854,180641
532,4728,3812,10899,180561
533,4743,3841,10878,180538
534,4667,3811,10882,180640
535,4800,3754,10825,180621
536,4776,3770,10876,180578
537,4851,3789,10893,180467
538,4798,3850,10905,180447
539,4788,3854,10961,180397
540,4733,3774,11034,180459
541,4608,3797,11006,180589
542,4689,3806,10909,180596
543,4719,3834,10869,180578
544,4734,3805,10983,180478
545,4774,3826,10978,180422
546,4715,3854,10985,180446
547,4639,3891,10972,180498
548,4705,3902,11007,180386
549,4573,3921,10943,180563
550,4578,3897,11019,180506
551,4668,3859,10996,180477
552,4644,3770,11065,180521
553,4705,3774,11064,180457
554,4612,3808,11022,180558
555,4742,3760,11005,180493
556,4707,3821,10947,180525
557,4726,3775,10978,180521
558,4737,3777,10939,180547
559,4653,3809,10914,180624
560,4673,3764,10885,180678
561,4651,3766,10843,180740
562,4747,3748,10834,180671
563,4775,3707,10786,180732
564,4782,3722,10769,180727
565,4753,3811,10750,180686
566,4767,3764,10822,180647
567,4725,3868,10766,180641
568,4717,3823,10898,180562
569,4697,3827,10938,180538
570,4665,3820,10989,180526
571,4614,3860,10966,180560
572,4751,3805,10945,180499
573,4806,3802,10825,180567
574,4769,3840,10763,180628
575,4803,3795,10847,180555
576,4768,3840,10866,180526
577,4748,3879,10820,180553
578,4724,3838,10868,180570
579,4711,3833,10907,180549
580,4676,3805,10945,180574
581,4728,3742,10859,180671
582,4752,3778,10893,180577
583,4750,3779,10868,180603
584,4748,3813,10931,180508
585,4844,3823,10897,180436
586,4791,3864,10928,180417
587,4751,3834,10970,180445
588,4789,3730,11011,180470
589,4732,3874,10948,180446
590,4668,3872,11062,180398
591,4650,3846,11042,180462
592,4598,3845,11058,180499
593,4638,3833,11024,180505
594,4622,3803,10982,180593
595,4699,3741,10977,180583
596,4721,3727,10984,180568
597,4723,3749,10996,180532
598,4686,3828,10916,180570
599,4692,3831,10917,180560
600,4674,3858,10950,180518
601,4644,3801,11037,180518
602,4621,3796,11027,180556
603,4629,3873,10881,180617
604,4686,3853,10871,180590
605,4740,3860,10893,180507
606,4748,3847,10935,180470
607,4725,3906,10891,180478
608,4697,3902,10914,180487
609,4703,3860,10979,180458
610,4751,3810,11003,180436
611,4750,3863,10996,180391
612,4791,3914,10979,180316
613,4763,3917,10907,180413
614,4744,3877,10968,180411
615,4782,3813,10953,180452
616,4840,3705,10963,180492
617,4772,3818,10951,180459
618,4679,3829,10935,180557
619,4713,3753,10925,180609
620,4694,3822,10943,180541
621,4699,3729,10934,180638
622,4753,3710,10942,180595
623,4795,3752,10952,180501
624,4874,3755,10991,180380
625,4815,3831,10991,180363
626,4757,3848,10959,180436
627,4752,3887,10862,180499
628,4757,3889,10873,180481
629,4696,3881,10848,180575
630,4682,3861,10837,180620
631,4781,3816,10913,180490
632,4777,3801,10944,180478
633,4717,3818,10900,180565
634,4800,3729,11003,180468
635,4780,3776,11016,180428
636,4746,3901,10900,180453
637,4797,3889,10865,180449
638,4866,3829,10921,180384
639,4802,3866,10869,180463
640,4722,3899,10841,180538
641,4729,3920,10836,180515
642,4780,3860,10908,180452
643,4840,3799,10954,180407
644,4825,3812,10945,180418
645,4740,3826,11058,180376
646,4742,3844,10988,180426
647,4771,3813,10991,180425
648,4812,3875,10935,180378
649,4742,3851,10974,180433
650,4647,3832,10982,180539
651,4605,3821,10959,180615
652,4741,3735,10970,180554
653,4808,3740,10886,180566
654,4820,3776,10938,180466
655,4823,3789,10843,180545
656,4826,3869,10821,180484
657,4743,3886,10892,180479
658,4636,3832,11039,180493
659,4733,3796,10994,180477
660,4704,3840,10976,180480
661,4667,3883,10911,180539
662,4737,3859,10878,180526
663,4772,3866,10860,180502
664,4743,3812,10968,180477
665,4695,3783,11021,180501
666,4685,3768,11014,180533
667,4789,3734,10924,180553
668,4774,3809,10875,180542
669,4808,3785,10822,180585
670,4729,3822,10856,180593
671,4756,3859,10825,180560
672,4772,3854,10867,180507
673,4795,3878,10955,180372
674,4759,3936,10997,180308
675,4654,3973,11032,180341
676,4661,3933,11004,180402
677,4558,3879,11090,180473
678,4603,3786,11042,180569
679,4634,3743,11068,180555
680,4579,3735,11043,180643
681,4599,3785,10915,180701
682,4659,3784,10858,180699
683,4666,3754,10873,180707
684,4684,3766,10885,180665
685,4697,3736,10861,180706
686,4779,3755,10849,180617
687,4732,3764,10782,180722
688,4754,3740,10816,180690
689,4759,3747,10811,180683
690,4797,3756,10786,180661
691,4738,3756,10841,180665
692,4681,3767,10880,180672
693,4718,3806,10889,180587
694,4688,3832,10832,180648
695,4737,3850,10821,180592
696,4773,3865,10841,180521
697,4760,3830,10891,180519
698,4767,3870,10906,180457
699,4830,3779,10940,180451
700,4793,3897,10891,180419
701,4768,3875,10887,180470
702,4719,3859,10993,180429
703,4754,3795,11059,180392
704,4713,3853,10979,180455
705,4601,3819,11003,180577
706,4614,3819,10963,180604
707,4617,3751,11054,180578
708,4683,3726,10940,180651
709,4652,3763,10935,180650
710,4757,3744,10973,180526
711,4671,3906,10981,180442
712,4742,3921,10984,180353
713,4746,3919,10935,180400
714,4658,3872,11038,180432
715,4694,3803,11040,180463
716,4731,3802,11001,180466
717,4711,3894,10903,180492
718,4783,3863,10856,180498
719,4746,3899,10895,180460
720,4708,3907,10936,180449
721,4769,3828,10971,180432
722,4843,3885,10968,180304
723,4850,3858,11030,180262
724,4836,3897,11052,180215
725,4880,3911,11087,180122
726,4769,3939,11174,180118
727,4686,3960,11239,180115
728,4670,3883,11246,180201
729,4675,3896,11201,180228
730,4644,3848,11287,180221
731,4628,3887,11198,180287
732,4731,3858,11172,180239
733,4706,3941,11133,180220
734,4683,3972,11043,180302
735,4768,3922,11092,180218
736,4715,3937,11121,180227
737,4704,3902,11216,180178
738,4606,3935,11145,180314
739,4778,3830,11147,180245
740,4700,3925,11024,180351
741,4723,3885,11033,180359
742,4735,3868,10958,180439
743,4809,3902,10941,180348
744,4699,3963,11019,180319
745,4790,3918,10983,180309
746,4677,3915,11052,180356
747,4692,3847,11114,180347
748,4662,3783,11177,180378
749,4693,3793,11073,180441
750,4742,3777,11090,180391
751,4678,3839,11015,180468
752,4701,3808,10945,180546
753,4697,3940,10846,180517
754,4658,3910,10858,180574
755,4651,3864,10922,180563
756,4617,3779,11027,180577
757,4687,3732,10981,180600
758,4709,3757,10901,180633
759,4656,3783,10868,180693
760,4652,3779,10911,180658
761,4658,3798,10885,180659
762,4676,3793,10812,180719
763,4678,3771,10792,180759
764,4676,3767,10800,180757
765,4635,3796,10806,180763
766,4787,3743,10824,180646
767,4854,3783,10749,180614
768,4748,3783,10776,180693
769,4740,3700,10886,180674
770,4670,3718,10943,180669
771,4659,3731,10862,180748
772,4712,3811,10813,180664
773,4706,3808,10790,180696
774,4689,3824,10803,180684
775,4658,3810,10883,180649
776,4686,3733,10898,180683
777,4689,3713,10867,180731
778,4804,3685,10844,180667
779,4784,3749,10804,180663
780,4742,3809,10783,180666
781,4838,3781,10765,180616
782,4875,3787,10782,180556
783,4955,3758,10779,180508
784,4762,3841,10759,180638
785,4742,3821,10783,180654
786,4702,3756,10830,180712
787,4756,3759,10780,180705
788,4808,3823,10766,180603
789,4835,3823,10827,180515
790,4805,3806,10912,180477
791,4828,3782,10922,180468
792,4723,3849,10957,180471
793,4755,3881,10916,180448
794,4736,3893,10901,180470
795,4710,3848,10939,180503
796,4714,3835,11003,180448
797,4702,3828,11004,180466
798,4783,3833,11002,180382
799,4797,3817,11089,180297
800,4624,3912,11160,180304
801,4664,3922,11186,180228
802,4611,3926,11154,180309
803,4637,3841,11146,180376
804,4611,3881,11105,180403
805,4616,3838,11098,180448
806,4606,3826,11092,180476
807,4624,3851,10998,180527
808,4678,3880,10940,180502
809,4675,3833,11021,180471
810,4665,3830,10996,180509
811,4754,3843,10869,180534
812,4737,3829,10872,180562
813,4786,3821,10916,180477
814,4779,3810,10844,180567
815,4697,3823,10818,180662
816,4768,3809,10868,180555
817,4675,3827,10875,180623
818,4739,3794,10992,180475
819,4687,3818,10974,180521
820,4662,3839,10883,180616
821,4712,3708,10957,180623
822,4652,3793,10852,180703
823,4703,3754,10856,180687
824,4662,3759,10907,180672
825,4649,3721,10906,180724
826,4708,3728,10874,180690
827,4804,3723,10951,180522
828,4714,3788,10915,180583
829,4726,3815,10803,180656
830,4729,3808,10818,180645
831,4715,3783,10851,180651
832,4754,3808,10807,180631
833,4684,3804,10882,180630
834,4742,3800,10780,180678
835,4740,3818,10766,180676
836,4835,3869,10752,180544
837,4749,3882,10816,180553
838,4797,3872,10899,180432
839,4777,3881,10947,180395
840,4675,3900,10956,180469
841,4710,3839,10992,180459
842,4720,3854,10920,180506
843,4792,3784,10975,180449
844,4779,3801,10932,180488
845,4772,3825,10879,180524
846,4778,3780,10969,180473
847,4771,3875,10958,180396
848,4750,3815,11012,180423
849,4767,3830,10949,180454
850,4705,3855,10877,180563
851,4592,3891,10886,180631
852,4715,3807,10910,180568
853,4722,3853,10800,180625
854,4768,3789,10854,180589
855,4756,3812,10886,180546
856,4823,3787,10914,180476
857,4814,3831,10866,180489
858,4740,3842,10895,180523
859,4767,3848,10779,180606
860,4702,3830,10795,180673
861,4685,3820,10810,180685
862,4683,3809,10769,180739
863,4758,3797,10765,180680
864,4835,3789,10815,180561
865,4875,3787,10885,180453
866,4804,3818,10962,180416
867,4761,3821,10984,180434
868,4675,3890,10963,180472
869,4729,3862,10941,180468
870,4756,3848,11047,180349
871,4760,3868,11101,180271
872,4764,3895,11064,180277
873,4828,3849,11108,180215
874,4812,3897,11155,180136
875,4865,3858,11207,180070
876,4772,3907,11150,180171
877,4662,3938,11218,180182
878,4619,3927,11161,180293
879,4628,3850,11193,180329
880,4549,3918,11234,180299
881,4671,3817,11238,180274
882,4625,3807,11179,180389
883,4544,3793,11201,180462
884,4608,3723,11221,180448
885,4664,3767,11074,180495
886,4551,3725,11098,180626
887,4566,3724,11062,180648
888,4658,3702,11015,180625
889,4653,3675,10931,180741
890,4647,3751,10748,180854
891,4691,3814,10689,180806
892,4777,3762,10775,180686
893,4787,3753,10890,180570
894,4756,3794,10835,180615
895,4709,3829,10786,180676
896,4761,3803,10802,180634
897,4734,3797,10837,180632
898,4708,3821,10877,180594
899,4688,3819,10867,180626
900,4782,3784,10882,180552
901,4799,3827,10823,180551
902,4752,3845,10853,180550
903,4781,3856,10897,180466
904,4665,3876,10927,180532
905,4702,3811,11009,180478
906,4675,3879,10938,180508
907,4628,3850,11040,180482
908,4568,3820,11079,180533
909,4528,3873,10989,180610
910,4615,3792,10992,180601
911,4614,3804,11037,180545
912,4736,3782,10916,180566
913,4701,3775,10952,180572
914,4709,3791,10941,180559
915,4726,3828,10828,180618
916,4675,3792,10923,180610
917,4714,3807,10831,180648
918,4677,3873,10852,180598
919,4699,3868,10854,180579
920,4644,3918,10811,180627
921,4651,3911,10791,180647
922,4708,3896,10781,180615
923,4789,3820,10788,180603
924,4789,3858,10706,180647
925,4854,3818,10772,180556
926,4881,3778,10824,180517
927,4807,3825,10847,180521
928,4752,3842,10884,180522
929,4703,3831,10848,180618
930,4675,3814,10881,180630
931,4666,3728,11008,180598
932,4634,3771,10996,180599
933,4646,3780,10983,180591
934,4673,3786,11000,180541
935,4658,3913,10897,180532
936,4568,3918,10925,180589
937,4579,3860,10956,180605
938,4671,3846,10840,180643
939,4741,3743,10872,180644
940,4597,3747,10847,180809
941,4684,3679,10838,180799
942,4737,3695,10757,180811
943,4822,3732,10726,180720
944,4815,3779,10740,180666
945,4812,3839,10720,180629
946,4787,3867,10700,180646
947,4718,3861,10738,180683
948,4761,3859,10737,180643
949,4894,3820,10724,180562
950,4860,3826,10831,180483
951,4836,3793,10916,180455
952,4698,3882,10920,180500
953,4734,3874,10885,180507
954,4770,3838,10911,180481
955,4728,3875,10938,180459
956,4657,3872,11002,180469
957,4643,3783,11041,180533
958,4683,3814,10975,180528
959,4664,3841,11062,180433
960,4663,3845,11006,180486
961,4675,3853,10986,180486
962,4719,3778,11035,180468
963,4751,3774,11046,180429
964,4735,3820,10954,180491
965,4736,3792,10936,180536
966,4750,3742,11092,180416
967,4664,3878,11030,180428
968,4633,3871,11034,180462
969,4626,3811,11092,180471
970,4703,3785,10988,180524
971,4728,3782,10910,180580
972,4755,3768,10880,180597
973,4780,3811,10808,180601
974,4731,3826,10890,180553
975,4774,3750,10925,180551
976,4819,3696,10936,180549
977,4795,3753,10917,180535
978,4816,3768,10880,180536
979,4784,3768,10906,180542
980,4784,3841,10872,180503
981,4870,3853,10913,180364
982,4856,3869,10873,180402
983,4878,3923,10875,180324
984,4775,3941,10857,180427
985,4760,3964,10862,180414
986,4834,3947,10803,180416
987,4784,3940,10895,180381
988,4717,3952,10977,180354
989,4680,3897,11156,180267
990,4621,3926,11128,180325
991,4708,3929,11054,180309
992,4712,3857,11131,180300
993,4664,3836,11131,180369
994,4660,3814,11139,180387
995,4668,3760,11118,180454
996,4663,3790,11058,180489
997,4689,3791,11039,180481
998,4646,3790,11087,180477
999,4672,3767,11064,180497
