day,S,E,I,R
1096,4688,3844,10947,180521
1097,4625,3954,10846,180575
1098,4634,3911,10931,180524
1099,4591,3868,11010,180531
1100,4661,3895,10955,180489
1101,4628,3860,10960,180552
1102,4719,3811,10949,180521
1103,4737,3814,10970,180479
1104,4664,3853,11003,180480
1105,4665,3835,10914,180586
1106,4607,3871,10950,180572
1107,4638,3835,11011,180516
1108,4654,3816,10999,180531
1109,4676,3881,10966,180477
1110,4656,3862,10966,180516
1111,4512,3889,10952,180647
1112,4633,3787,10986,180594
1113,4620,3812,10915,180653
1114,4654,3807,10892,180647
1115,4757,3828,10779,180636
1116,4779,3796,10810,180615
1117,4811,3833,10811,180545
1118,4812,3863,10796,180529
1119,4786,3921,10735,180558
1120,4756,3894,10878,180472
1121,4836,3886,10873,180405
1122,4806,3883,11027,180284
1123,4842,3872,11067,180219
1124,4750,3887,11169,180194
1125,4808,3830,11208,180154
1126,4694,3918,11103,180285
1127,4631,3991,11118,180260
1128,4600,3934,11068,180398
1129,4629,3910,11007,180454
1130,4727,3884,10939,180450
1131,4737,3872,10901,180490
1132,4722,3840,10924,180514
1133,4742,3799,10922,180537
1134,4761,3859,10923,180457
1135,4736,3871,10874,180519
1136,4659,3856,10966,180519
1137,4611,3852,10984,180553
1138,4621,3769,10980,180630
1139,4594,3916,10830,180660
1140,4657,3824,10883,180636
1141,4700,3839,10917,180544
1142,4724,3881,10824,180571
1143,4739,3869,10845,180547
1144,4725,3893,10793,180589
1145,4755,3876,10934,180435
1146,4679,3865,10915,180541
1147,4719,3887,10921,180473
1148,4693,3745,11004,180558
1149,4691,3817,10938,180554
1150,4650,3792,10991,180567
1151,4673,3812,11022,180493
1152,4578,3857,11012,180553
1153,4579,3890,10987,180544
1154,4622,3879,11004,180495
1155,4605,3874,11001,180520
1156,4586,3810,11052,180552
1157,4544,3768,11139,180549
1158,4687,3673,11051,180589
1159,4724,3697,10994,180585
1160,4746,3714,11052,180488
1161,4684,3829,10931,180556
1162,4724,3807,10899,180570
1163,4835,3777,10834,180554
1164,4775,3857,10845,180523
1165,4759,3826,10899,180516
1166,4682,3872,10868,180578
1167,4652,3907,10823,180618
1168,4716,3870,10891,180523
1169,4722,3881,10921,180476
1170,4678,3877,10909,180536
1171,4696,3901,10937,180466
1172,4702,3830,10991,180477
1173,4648,3834,10994,180524
1174,4669,3848,11079,180404
1175,4736,3808,11047,180409
1176,4688,3824,11033,180455
1177,4614,3936,10937,180513
1178,4502,3911,10959,180628
1179,4527,3807,11002,180664
1180,4511,3784,10981,180724
1181,4651,3773,10930,180646
1182,4703,3792,10890,180615
1183,4697,3829,10978,180496
1184,4681,3789,10977,180553
1185,4677,3786,11010,180527
1186,4685,3745,11063,180507
1187,4742,3725,11046,180487
1188,4689,3759,11072,180480
1189,4622,3849,10896,180633
1190,4587,3842,10906,180665
1191,4637,3889,10788,180686
1192,4720,3961,10753,180566
1193,4741,3972,10704,180583
1194,4694,3949,10743,180614
1195,4748,3791,10849,180612
1196,4734,3784,10831,180651
1197,4728,3726,10892,180654
1198,4762,3795,10871,180572
1199,4786,3800,10904,180510
1200,4725,3798,10947,180530
1201,4709,3834,10902,180555
1202,4711,3777,10940,180572
1203,4631,3835,10920,180614
1204,4608,3809,10950,180633
1205,4609,3866,10933,180592
1206,4618,3866,10862,180654
1207,4622,3808,10931,180639
1208,4721,3865,10806,180608
1209,4706,3839,10828,180627
1210,4708,3865,10840,180587
1211,4647,3879,10907,180567
1212,4672,3832,10903,180593
1213,4681,3826,10876,180617
1214,4585,3920,10819,180676
1215,4638,3881,10802,180679
1216,4743,3926,10716,180615
1217,4769,3961,10800,180470
1218,4755,3932,10824,180489
1219,4753,3840,10937,180470
1220,4674,3791,11036,180499
1221,4621,3814,11061,180504
1222,4677,3822,10973,180528
1223,4711,3808,11031,180450
1224,4684,3849,11065,180402
1225,4714,3854,11058,180374
1226,4682,3890,11087,180341
1227,4640,3931,10973,180456
1228,4580,3950,10983,180487
1229,4581,3936,11074,180409
1230,4599,3871,11097,180433
1231,4658,3780,11104,180458
1232,4691,3787,10955,180567
1233,4696,3793,10919,180592
1234,4642,3762,10901,180695
1235,4677,3768,10927,180628
1236,4662,3802,10926,180610
1237,4711,3809,10884,180596
1238,4630,3766,10934,180670
1239,4642,3730,10951,180677
1240,4714,3748,10855,180683
1241,4775,3778,10848,180599
1242,4750,3785,10819,180646
1243,4828,3761,10869,180542
1244,4851,3760,10808,180581
1245,4866,3819,10796,180519
1246,4826,3877,10837,180460
1247,4862,3959,10856,180323
1248,4813,3976,10910,180301
1249,4830,3960,10866,180344
1250,4737,3938,10972,180353
1251,4677,3956,10964,180403
1252,4749,3952,10894,180405
1253,4763,3937,10872,180428
1254,4792,3986,10852,180370
1255,4762,4004,10910,180324
1256,4688,3988,10977,180347
1257,4719,3906,10986,180389
1258,4665,3957,10915,180463
1259,4739,3898,10915,180448
1260,4711,3832,10960,180497
1261,4733,3780,10978,180509
1262,4599,3809,11122,180470
1263,4595,3852,11033,180520
1264,4621,3831,11009,180539
1265,4576,3863,10898,180663
1266,4520,3874,10865,180741
1267,4510,3831,10921,180738
1268,4555,3774,10951,180720
1269,4636,3764,10935,180665
1270,4670,3761,10944,180625
1271,4573,3871,10941,180615
1272,4565,3828,10916,180691
1273,4607,3758,10969,180666
1274,4636,3758,10869,180737
1275,4714,3760,10816,180710
1276,4743,3785,10807,180665
1277,4752,3867,10819,180562
1278,4699,3909,10901,180491
1279,4626,3891,11067,180416
1280,4674,3830,11022,180474
1281,4700,3761,11058,180481
1282,4727,3777,11045,180451
1283,4714,3851,10935,180500
1284,4599,3836,10946,180619
1285,4601,3868,10895,180636
1286,4731,3769,10980,180520
1287,4646,3804,11046,180504
1288,4676,3798,11043,180483
1289,4695,3825,10935,180545
1290,4616,3868,10975,180541
1291,4709,3757,11061,180473
1292,4696,3854,10975,180475
1293,4662,3916,10969,180453
1294,4622,3877,11000,180501
1295,4659,3904,10961,180476
1296,4678,3859,10941,180522
1297,4657,3809,11003,180531
1298,4681,3809,11025,180485
1299,4609,3870,10900,180621
1300,4671,3846,10879,180604
1301,4712,3743,10904,180641
1302,4770,3767,10896,180567
1303,4649,3877,10829,180645
1304,4626,3927,10872,180575
1305,4657,3882,10869,180592
1306,4652,3903,10853,180592
1307,4659,3820,10901,180620
1308,4659,3799,10893,180649
1309,4695,3752,10901,180652
1310,4740,3727,10845,180688
1311,4727,3735,10802,180736
1312,4739,3782,10850,180629
1313,4682,3824,10846,180648
1314,4743,3831,10770,180656
1315,4792,3797,10775,180636
1316,4774,3779,10871,180576
1317,4742,3887,10803,180568
1318,4809,3804,10872,180515
1319,4736,3808,10949,180507
1320,4601,3888,10900,180611
1321,4715,3849,10913,180523
1322,4661,3863,10930,180546
1323,4652,3913,10908,180527
1324,4667,3866,10897,180570
1325,4731,3789,10945,180535
1326,4633,3831,10938,180598
1327,4694,3828,10894,180584
1328,4769,3866,10825,180540
1329,4797,3831,10858,180514
1330,4624,3850,10984,180542
1331,4591,3862,10969,180578
1332,4635,3828,11003,180534
1333,4673,3864,11003,180460
1334,4605,3864,11008,180523
1335,4637,3849,11017,180497
1336,4644,3828,11067,180461
1337,4608,3832,11004,180556
1338,4591,3872,10946,180591
1339,4576,3824,10919,180681
1340,4631,3772,10850,180747
1341,4671,3766,10807,180756
1342,4669,3759,10783,180789
1343,4668,3785,10817,180730
1344,4643,3819,10815,180723
1345,4712,3743,10884,180661
1346,4766,3798,10888,180548
1347,4720,3806,10944,180530
1348,4684,3819,10906,180591
1349,4740,3811,10884,180565
1350,4742,3854,10819,180585
1351,4731,3827,10811,180631
1352,4732,3891,10793,180584
1353,4766,3838,10907,180489
1354,4772,3861,10822,180545
1355,4794,3914,10808,180484
1356,4724,3929,10878,180469
1357,4679,3942,10934,180445
1358,4635,3896,11042,180427
1359,4586,3926,11056,180432
1360,4692,3920,10996,180392
1361,4632,3849,11060,180459
1362,4553,3825,11067,180555
1363,4528,3846,10971,180655
1364,4554,3833,10942,180671
1365,4551,3786,10903,180760
1366,4625,3788,10847,180740
1367,4661,3846,10862,180631
1368,4621,3828,10866,180685
1369,4699,3818,10838,180645
1370,4681,3929,10783,180607
1371,4715,3863,10927,180495
1372,4768,3838,10998,180396
1373,4702,3802,11008,180488
1374,4725,3812,11080,180383
1375,4695,3808,11106,180391
1376,4633,3760,11099,180508
1377,4609,3865,10922,180604
1378,4589,3890,10922,180599
1379,4639,3856,10857,180648
1380,4685,3813,10794,180708
1381,4722,3757,10896,180625
1382,4698,3707,10980,180615
1383,4765,3762,10886,180587
1384,4693,3841,10855,180611
1385,4733,3821,10855,180591
1386,4713,3757,10903,180627
1387,4671,3806,10929,180594
1388,4611,3832,11012,180545
1389,4601,3838,11036,180525
1390,4653,3879,10936,180532
1391,4649,3838,10957,180556
1392,4735,3766,11013,180486
1393,4748,3736,11024,180492
1394,4752,3725,10997,180526
1395,4680,3793,11027,180500
1396,4697,3852,10904,180547
1397,4666,3880,10943,180511
1398,4685,3838,10965,180512
1399,4659,3871,10889,180581
1400,4752,3842,10925,180481
1401,4764,3850,10932,180454
1402,4708,3876,10905,180511
1403,4762,3868,10987,180383
1404,4732,3913,10922,180433
1405,4696,3953,10871,180480
1406,4779,3897,10906,180418
1407,4801,3871,10937,180391
1408,4733,3868,11025,180374
1409,4759,3854,11065,180322
1410,4648,3894,11032,180426
1411,4678,3856,11115,180351
1412,4679,3785,11142,180394
1413,4620,3860,11117,180403
1414,4620,3891,11053,180436
1415,4558,3846,11139,180457
1416,4566,3901,11049,180484
1417,4612,3810,11037,180541
1418,4685,3800,10917,180598
1419,4712,3889,10908,180491
1420,4754,3917,10916,180413
1421,4783,3842,11008,180367
1422,4690,3849,11024,180437
1423,4623,3919,10976,180482
1424,4779,3761,11028,180432
1425,4786,3782,10911,180521
1426,4722,3824,10868,180586
1427,4673,3859,10859,180609
1428,4632,3823,10928,180617
1429,4595,3837,10957,180611
1430,4647,3805,10947,180601
1431,4640,3810,10841,180709
1432,4670,3805,10829,180696
1433,4679,3777,10746,180798
1434,4718,3756,10712,180814
1435,4765,3712,10826,180697
1436,4745,3777,10840,180638
1437,4756,3721,10816,180707
1438,4811,3683,10842,180664
1439,4760,3698,10816,180726
1440,4650,3827,10813,180710
1441,4709,3828,10770,180693
1442,4688,3745,10890,180677
1443,4744,3802,10843,180611
1444,4833,3814,10791,180562
1445,4779,3889,10794,180538
1446,4684,3875,10881,180560
1447,4835,3872,10907,180386
1448,4771,3867,10992,180370
1449,4819,3881,10936,180364
1450,4822,3911,11001,180266
1451,4733,4000,11013,180254
1452,4671,3970,11035,180324
1453,4723,3940,11064,180273
1454,4750,3933,11065,180252
1455,4757,3953,11114,180176
1456,4772,3921,11147,180160
1457,4689,3968,11131,180212
1458,4658,3923,11153,180266
1459,4652,3936,11050,180362
1460,4719,3900,11052,180329
1461,4718,3931,11069,180282
1462,4748,3850,11041,180361
1463,4671,3901,10971,180457
1464,4773,3824,11017,180386
1465,4771,3812,11071,180346
1466,4651,3842,11087,180420
1467,4612,3930,11080,180378
1468,4608,3895,11180,180317
1469,4511,3970,11074,180445
1470,4514,3984,11027,180475
1471,4609,3861,11069,180461
1472,4598,3861,11031,180510
1473,4660,3851,10987,180502
1474,4650,3846,10978,180526
1475,4685,3846,10917,180552
1476,4619,3869,10938,180574
1477,4589,3850,11040,180521
1478,4607,3845,11051,180497
1479,4662,3846,10967,180525
1480,4717,3827,10990,180466
1481,4665,3888,10986,180461
1482,4580,3876,10994,180550
1483,4673,3872,10917,180538
1484,4678,3867,10883,180572
1485,4715,3837,10897,180551
1486,4684,3867,10918,180531
1487,4710,3820,10879,180591
1488,4638,3815,10865,180682
1489,4698,3760,10806,180736
1490,4651,3818,10850,180681
1491,4689,3780,10914,180617
1492,4815,3768,10982,180435
1493,4816,3781,10892,180511
1494,4947,3744,10891,180418
1495,4895,3853,10759,180493
1496,4820,3925,10884,180371
1497,4835,3901,10958,180306
1498,4858,3812,11026,180304
1499,4737,3829,11126,180308
1500,4632,3889,11109,180370
1501,4641,3768,11073,180518
1502,4518,3823,11019,180640
1503,4504,3800,10987,180709
1504,4536,3814,10803,180847
1505,4573,3810,10681,180936
1506,4660,3770,10761,180809
1507,4654,3770,10772,180804
1508,4707,3769,10734,180790
1509,4758,3779,10759,180704
1510,4715,3900,10730,180655
1511,4819,3848,10752,180581
1512,4831,3912,10803,180454
1513,4815,3910,10817,180458
1514,4810,3910,10797,180483
1515,4757,3877,10801,180565
1516,4660,3944,10794,180602
1517,4752,3914,10787,180547
1518,4794,3923,10867,180416
1519,4729,3943,10933,180395
1520,4735,3820,11060,180385
1521,4733,3913,10993,180361
1522,4632,3923,10966,180479
1523,4662,3883,10968,180487
1524,4619,3902,11028,180451
1525,4611,3928,11025,180436
1526,4552,3875,11065,180508
1527,4599,3791,11077,180533
1528,4634,3785,10985,180596
1529,4655,3788,11023,180534
1530,4643,3798,10966,180593
1531,4739,3822,10910,180529
1532,4730,3858,10908,180504
1533,4783,3788,10879,180550
1534,4816,3818,10941,180425
1535,4805,3827,10970,180398
1536,4813,3791,10978,180418
1537,4729,3826,11005,180440
1538,4699,3843,10956,180502
1539,4743,3809,10958,180490
1540,4766,3802,10928,180504
1541,4682,3890,10923,180505
1542,4689,3815,11000,180496
1543,4739,3795,10980,180486
1544,4735,3803,10813,180649
1545,4742,3864,10952,180442
1546,4714,3882,11009,180395
1547,4691,3918,10984,180407
1548,4686,3868,10957,180489
1549,4605,3918,10987,180490
1550,4625,3910,10939,180526
1551,4672,3904,10820,180604
1552,4763,3878,10825,180534
1553,4731,3813,10887,180569
1554,4724,3841,10885,180550
1555,4674,3799,10967,180560
1556,4684,3820,10982,180514
1557,4620,3830,10969,180581
1558,4663,3790,10917,180630
1559,4766,3740,10954,180540
1560,4668,3819,10936,180577
1561,4658,3840,10906,180596
1562,4713,3818,10910,180559
1563,4682,3855,10859,180604
1564,4680,3939,10843,180538
1565,4690,3868,10951,180491
1566,4698,3913,10963,180426
1567,4721,3890,10979,180410
1568,4621,3863,11015,180501
1569,4699,3846,10982,180473
1570,4673,3832,10997,180498
1571,4757,3742,10998,180503
1572,4707,3775,10911,180607
1573,4612,3861,10895,180632
1574,4676,3812,10944,180568
1575,4726,3818,10986,180470
1576,4730,3816,10984,180470
1577,4748,3841,10920,180491
1578,4710,3835,10851,180604
1579,4575,3844,10847,180734
1580,4714,3715,10931,180640
1581,4664,3777,10908,180651
1582,4644,3806,10887,180663
1583,4693,3808,10908,180591
1584,4638,3809,10929,180624
1585,4658,3808,10939,180595
1586,4796,3743,10926,180535
1587,4726,3811,10934,180529
1588,4859,3821,10885,180435
1589,4824,3871,10832,180473
1590,4856,3867,10905,180372
1591,4908,3869,10983,180240
1592,4720,3937,10981,180362
1593,4754,3842,11077,180327
1594,4674,3924,11127,180275
1595,4655,3975,11142,180228
1596,4620,3941,11100,180339
1597,4531,3985,11082,180402
1598,4638,3859,11127,180376
1599,4682,3724,11121,180473
1600,4655,3727,11062,180556
1601,4622,3753,10985,180640
1602,4695,3784,10806,180715
1603,4678,3772,10807,180743
1604,4648,3825,10715,180812
1605,4761,3769,10784,180686
1606,4748,3767,10847,180638
1607,4808,3851,10829,180512
1608,4781,3771,10949,180499
1609,4739,3865,10888,180508
1610,4729,3816,10955,180500
1611,4777,3806,10935,180482
1612,4758,3899,10901,180442
1613,4737,3869,10986,180408
1614,4645,3833,11040,180482
1615,4654,3837,10996,180513
1616,4681,3871,10899,180549
1617,4791,3855,10948,180406
1618,4624,3932,11000,180444
1619,4673,3892,10983,180452
1620,4623,3869,11065,180443
1621,4580,3830,11102,180488
1622,4548,3796,11099,180557
1623,4553,3761,11040,180646
1624,4608,3787,10965,180640
1625,4653,3799,10914,180634
1626,4628,3724,10896,180752
1627,4687,3760,10792,180761
1628,4802,3757,10794,180647
1629,4832,3806,10826,180536
1630,4831,3834,10856,180479
1631,4753,3968,10812,180467
1632,4729,3943,10876,180452
1633,4718,3966,10949,180367
1634,4744,3954,10974,180328
1635,4765,3909,11000,180326
1636,4696,3977,10924,180403
1637,4633,3918,11067,180382
1638,4601,3870,11129,180400
1639,4634,3856,11119,180391
1640,4597,3886,11079,180438
1641,4594,3886,10953,180567
1642,4560,3945,10950,180545
1643,4730,3835,11041,180394
1644,4801,3831,11052,180316
1645,4687,3795,11095,180423
1646,4664,3812,11094,180430
1647,4626,3835,11006,180533
1648,4533,3805,10994,180668
1649,4644,3847,10898,180611
1650,4649,3835,10907,180609
1651,4602,3788,10963,180647
1652,4592,3799,10913,180696
1653,4680,3792,10784,180744
1654,4634,3794,10833,180739
1655,4654,3833,10764,180749
1656,4757,3819,10673,180751
1657,4737,3776,10742,180745
1658,4745,3769,10755,180731
1659,4748,3745,10804,180703
1660,4793,3784,10761,180662
1661,4790,3753,10789,180668
1662,4771,3806,10772,180651
1663,4798,3841,10749,180612
1664,4736,3828,10855,180581
1665,4739,3856,10816,180589
1666,4802,3856,10828,180514
1667,4721,3898,10773,180608
1668,4733,3899,10786,180582
1669,4733,3918,10775,180574
1670,4757,3910,10742,180591
1671,4775,3950,10846,180429
1672,4694,3872,10909,180525
1673,4699,3941,10968,180392
1674,4694,3963,10966,180377
1675,4631,3940,10923,180506
1676,4698,3844,10964,180494
1677,4758,3840,10934,180468
1678,4755,3867,10907,180471
1679,4666,3813,11009,180512
1680,4655,3877,10962,180506
1681,4655,3822,11041,180482
1682,4706,3808,11049,180437
1683,4739,3814,11032,180415
1684,4748,3847,11047,180358
1685,4681,3948,10991,180380
1686,4644,3915,10989,180452
1687,4664,3891,11021,180424
1688,4639,3899,10968,180494
1689,4629,3854,10988,180529
1690,4643,3859,10911,180587
1691,4665,3794,10974,180567
1692,4596,3820,11000,180584
1693,4581,3826,10986,180607
1694,4564,3768,10946,180722
1695,4714,3804,10866,180616
1696,4663,3896,10837,180604
1697,4737,3838,10838,180587
1698,4665,3876,10935,180524
1699,4699,3863,10947,180491
1700,4674,3923,10965,180438
1701,4677,3921,11036,180366
1702,4696,3870,11048,180386
1703,4669,3933,11040,180358
1704,4717,3859,10971,180453
1705,4666,3881,10918,180535
1706,4713,3816,10821,180650
1707,4661,3807,10801,180731
1708,4768,3789,10802,180641
1709,4788,3775,10799,180638
1710,4790,3829,10824,180557
1711,4745,3794,10877,180584
1712,4725,3814,10872,180589
1713,4671,3853,10927,180549
1714,4715,3887,10844,180554
1715,4666,3861,10888,180585
1716,4687,3939,10805,180569
1717,4688,3878,10926,180508
1718,4730,3832,10973,180465
1719,4704,3869,10924,180503
1720,4670,3803,10946,180581
1721,4705,3905,10877,180513
1722,4666,3858,10962,180514
1723,4644,3870,10970,180516
1724,4652,3889,10903,180556
1725,4709,3842,10909,180540
1726,4658,3823,10927,180592
1727,4627,3837,10992,180544
1728,4605,3813,10970,180612
1729,4692,3811,10906,180591
1730,4681,3837,10923,180559
1731,4672,3900,10861,180567
1732,4711,3806,10953,180530
1733,4676,3875,10944,180505
1734,4698,3835,10915,180552
1735,4766,3752,10960,180522
1736,4735,3798,10950,180517
1737,4687,3856,10910,180547
1738,4647,3825,10976,180552
1739,4644,3765,11021,180570
1740,4658,3787,11009,180546
1741,4573,3850,10972,180605
1742,4643,3825,10988,180544
1743,4544,3826,11058,180572
1744,4580,3773,11066,180581
1745,4693,3771,10881,180655
1746,4757,3781,10917,180545
1747,4634,3807,11009,180550
1748,4744,3719,11064,180473
1749,4628,3808,11067,180497
1750,4584,3829,11065,180522
1751,4626,3876,10952,180546
1752,4724,3804,10969,180503
1753,4696,3876,10892,180536
1754,4714,3789,11035,180462
1755,4721,3842,11027,180410
1756,4590,3833,11095,180482
1757,4606,3873,10986,180535
1758,4701,3757,11016,180526
1759,4689,3758,10987,180566
1760,4676,3741,10965,180618
1761,4696,3765,10970,180569
1762,4705,3823,10993,180479
1763,4711,3803,10984,180502
1764,4780,3795,10946,180479
1765,4722,3907,10891,180480
1766,4721,3899,10975,180405
1767,4763,3829,10901,180507
1768,4670,3857,10891,180582
1769,4635,3854,10836,180675
1770,4742,3833,10793,180632
1771,4711,3885,10853,180551
1772,4712,3796,10897,180595
1773,4723,3707,10931,180639
1774,4628,3739,10982,180651
1775,4623,3763,10910,180704
1776,4741,3718,10921,180620
1777,4686,3777,10915,180622
1778,4699,3855,10888,180558
1779,4645,3829,10958,180568
1780,4651,3852,10936,180561
1781,4613,3776,11052,180559
1782,4684,3808,10959,180549
1783,4667,3825,10949,180559
1784,4593,3836,10948,180623
1785,4653,3787,10994,180566
1786,4730,3763,10986,180521
1787,4746,3759,10976,180519
1788,4711,3828,10868,180593
1789,4742,3781,10915,180562
1790,4762,3782,10943,180513
1791,4795,3827,10990,180388
1792,4760,3909,10929,180402
1793,4669,3909,10971,180451
1794,4688,3850,10985,180477
1795,4632,3896,10929,180543
1796,4610,3870,10969,180551
1797,4626,3839,10968,180567
1798,4682,3777,10916,180625
1799,4760,3803,10960,180477
1800,4652,3815,10986,180547
1801,4642,3821,11035,180502
1802,4627,3842,11060,180471
1803,4665,3783,10989,180563
1804,4661,3793,10944,180602
1805,4654,3819,10897,180630
1806,4754,3752,10859,180635
1807,4743,3774,10847,180636
1808,4798,3824,10780,180598
1809,4736,3907,10804,180553
1810,4796,3879,10830,180495
1811,4835,3819,10833,180513
1812,4835,3870,10843,180452
1813,4732,3908,10837,180523
1814,4770,3819,10886,180525
1815,4736,3771,10936,180557
1816,4662,3732,11061,180545
1817,4679,3797,10964,180560
1818,4691,3817,10896,180596
1819,4701,3763,10947,180589
1820,4757,3806,10853,180584
1821,4778,3854,10855,180513
1822,4745,3900,10814,180541
1823,4713,3936,10774,180577
1824,4700,3973,10812,180515
1825,4653,3914,10804,180629
1826,4645,3907,10814,180634
1827,4605,3881,10781,180733
1828,4572,3844,10798,180786
1829,4631,3743,10841,180785
1830,4583,3822,10822,180773
1831,4611,3857,10796,180736
1832,4711,3774,10757,180758
1833,4694,3825,10788,180693
1834,4737,3934,10702,180627
1835,4839,3897,10694,180570
1836,4787,3956,10726,180531
1837,4825,3959,10765,180451
1838,4878,3928,10803,180391
1839,4800,3990,10883,180327
1840,4761,3983,10884,180372
1841,4692,3935,10996,180377
1842,4705,3843,11036,180416
1843,4606,3852,11089,180453
1844,4591,3843,11114,180452
1845,4648,3794,11117,180441
1846,4638,3772,11141,180449
1847,4624,3755,11115,180506
1848,4676,3792,10961,180571
1849,4685,3784,10930,180601
1850,4679,3771,10920,180630
1851,4648,3869,10860,180623
1852,4623,3837,10860,180680
1853,4730,3789,10844,180637
1854,4684,3756,10947,180613
1855,4760,3694,10988,180558
1856,4747,3780,10840,180633
1857,4748,3756,10851,180645
1858,4780,3772,10858,180590
1859,4686,3767,10902,180645
1860,4654,3801,10922,180623
1861,4714,3832,10900,180554
1862,4713,3841,10911,180535
1863,4735,3875,10866,180524
1864,4737,3846,10827,180590
1865,4711,3877,10780,180632
1866,4706,3840,10769,180685
1867,4779,3819,10772,180630
1868,4768,3828,10831,180573
1869,4718,3858,10818,180606
1870,4730,3815,10868,180587
1871,4637,3781,10949,180633
1872,4683,3806,10875,180636
1873,4724,3799,10930,180547
1874,4777,3892,10892,180439
1875,4714,3875,11018,180393
1876,4725,3859,10969,180447
1877,4664,3866,10970,180500
1878,4689,3899,10903,180509
1879,4673,3849,10904,180574
1880,4757,3767,10936,180540
1881,4697,3882,10871,180550
1882,4684,3831,10939,180546
1883,4694,3866,10846,180594
1884,4722,3864,10886,180528
1885,4757,3847,10901,180495
1886,4743,3920,10910,180427
1887,4732,3869,10979,180420
1888,4711,3932,10936,180421
1889,4608,3863,10943,180586
1890,4582,3834,11004,180580
1891,4603,3752,11054,180591
1892,4702,3760,11014,180524
1893,4731,3853,10843,180573
1894,4795,3788,10829,180588
1895,4784,3786,10886,180544
1896,4808,3807,11022,180363
1897,4760,3801,11074,180365
1898,4653,3910,10990,180447
1899,4669,3877,11000,180454
1900,4672,3848,11015,180465
1901,4544,3924,10944,180588
1902,4583,3964,10896,180557
1903,4566,3927,10908,180599
1904,4582,3871,10776,180771
1905,4667,3739,10746,180848
1906,4724,3768,10650,180858
1907,4732,3784,10713,180771
1908,4651,3902,10721,180726
1909,4617,3876,10694,180813
1910,4619,3841,10738,180802
1911,4732,3769,10747,180752
1912,4776,3777,10729,180718
1913,4793,3796,10835,180576
1914,4879,3794,10829,180498
1915,4760,3847,10854,180539
1916,4704,3858,10880,180558
1917,4732,3893,10828,180547
1918,4759,3870,10812,180559
1919,4837,3773,10893,180497
1920,4778,3824,10934,180464
1921,4663,3817,11021,180499
1922,4590,3796,11045,180569
1923,4590,3830,11054,180526
1924,4651,3803,11051,180495
1925,4597,3907,11044,180452
1926,4734,3830,11060,180376
1927,4651,3845,11067,180437
1928,4632,3858,11022,180488
1929,4684,3816,11072,180428
1930,4709,3866,11029,180396
1931,4780,3851,10936,180433
1932,4856,3811,10991,180342
1933,4776,3862,10989,180373
1934,4710,3901,10927,180462
1935,4742,3920,10948,180390
1936,4771,3885,10940,180404
1937,4770,3926,10957,180347
1938,4794,3808,11070,180328
1939,4814,3749,11108,180329
1940,4799,3720,11128,180353
1941,4687,3803,11119,180391
1942,4658,3795,11092,180455
1943,4519,3900,10975,180606
1944,4554,3861,10943,180642
1945,4674,3783,10918,180625
1946,4640,3830,10855,180675
1947,4740,3799,10788,180673
1948,4686,3857,10682,180775
1949,4716,3863,10717,180704
1950,4637,3866,10792,180705
1951,4666,3846,10807,180681
1952,4648,3909,10838,180605
1953,4678,3889,10929,180504
1954,4673,3955,10854,180518
1955,4613,3973,10951,180463
1956,4631,3831,11061,180477
1957,4670,3849,10966,180515
1958,4646,3910,10960,180484
1959,4627,3877,10909,180587
1960,4680,3868,10884,180568
1961,4638,3878,10882,180602
1962,4576,3830,10964,180630
1963,4618,3787,10940,180655
1964,4710,3726,10927,180637
1965,4813,3740,10893,180554
1966,4741,3753,10912,180594
1967,4754,3788,10834,180624
1968,4723,3873,10790,180614
1969,4779,3862,10795,180564
1970,4727,3788,10975,180510
1971,4728,3734,10991,180547
1972,4763,3763,10953,180521
1973,4664,3901,10888,180547
1974,4612,3824,10933,180631
1975,4640,3843,10998,180519
1976,4744,3859,10945,180452
1977,4707,3902,10983,180408
1978,4741,3892,11022,180345
1979,4799,3849,11009,180343
1980,4763,3906,10986,180345
1981,4729,3925,10980,180366
1982,4786,3917,10951,180346
1983,4798,3926,10929,180347
1984,4734,3884,10974,180408
1985,4675,3922,10857,180546
1986,4670,3884,10914,180532
1987,4767,3886,10837,180510
1988,4713,3909,10792,180586
1989,4748,3828,10908,180516
1990,4775,3856,10849,180520
1991,4738,3830,10962,180470
1992,4729,3785,10980,180506
1993,4696,3766,11023,180515
1994,4694,3753,11111,180442
1995,4569,3790,11115,180526
1996,4690,3864,10992,180454
1997,4650,3865,11040,180445
1998,4593,3835,11038,180534
1999,4645,3850,11034,180471
2000,4541,3876,11059,180524
2001,4526,3881,11021,180572
2002,4501,3825,10977,180697
2003,4596,3737,10957,180710
2004,4691,3799,10836,180674
2005,4732,3827,10903,180538
2006,4717,3869,10872,180542
2007,4757,3848,10875,180520
2008,4720,3857,10935,180488
2009,4758,3881,10978,180383
2010,4741,3832,11053,180374
2011,4695,3897,10970,180438
2012,4629,3917,10924,180530
2013,4730,3886,10841,180543
2014,4779,3878,10896,180447
2015,4781,3916,11002,180301
2016,4737,3884,11079,180300
2017,4719,3855,11077,180349
2018,4763,3876,11042,180319
2019,4712,3900,11015,180373
2020,4659,3908,11039,180394
2021,4588,3954,11048,180410
2022,4607,3968,11011,180414
2023,4651,3931,11078,180340
2024,4687,3970,11030,180313
2025,4693,3929,11009,180369
2026,4650,3932,11078,180340
2027,4604,3925,11055,180416
